WP-00790,Wavenumber,PMMA200ppm-1,PMMA200ppm-2,PMMA200ppm-3,PMMA100ppm-1,PMMA100ppm-2,PMMA100ppm-3,PMMA50ppm-1,PMMA50ppm-2,PMMA50ppm-3,PMMA10ppm-1,PMMA10ppm-2,PMMA10ppm-3,PMMA5ppm-1,PMMA5ppm-2,PMMA5ppm-3
911.62,1768.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
911.73,1769.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
911.85,1771.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
911.96,1772.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
912.07,1774.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
912.19,1775.48,0,0,0,0,0,0,0,4.69,0,0,0,0,0,0,0
912.3,1776.85,0,0,0,0,0,0,0,4.69,0,0,0,0,0,0,0
912.42,1778.22,0,0,0,0,0,0,0,11.94,0,0,0,0,4.55,0,0
912.53,1779.58,0,0,0,0,0,0,0,7.26,0,0,0,0,4.55,0,0
912.64,1780.95,0,0,0,0,0,0,0,7.26,0,0,0,0,4.55,0,0
912.76,1782.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
912.87,1783.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
912.99,1785.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
913.1,1786.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
913.21,1787.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
913.33,1789.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
913.44,1790.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
913.55,1791.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
913.67,1793.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
913.78,1794.57,0,0,0,0,0,0,0,24.6,5.39,0,0,0,0,0,0
913.89,1795.92,0,0,0,4.84,18.03,0,33.41,51.88,5.39,0,0,2.46,0,2.9,0
914.01,1797.28,8.22,16.85,0.01,42.24,19.99,15.45,68.98,108.79,47.95,0,6.15,4.91,0,15.72,0
914.12,1798.63,23.98,41.99,43.35,101.91,47.95,71.76,138.12,113.83,103.42,13.14,14.71,4.91,0.05,23.22,28.18
914.23,1799.98,30.35,55.15,67.75,115.76,84.61,95.35,165.13,144.3,153.99,18.15,24.11,13.2,10.98,31.27,28.18
914.35,1801.34,32.07,43.44,80.16,111.7,114.03,154.72,183.25,141.53,171.33,35.68,17.96,17.67,43.43,38.17,41.87
914.46,1802.69,31.55,61.15,65.33,79.06,144.87,158.85,154.79,191.2,161.1,33.05,32.9,32.56,71.12,48.24,28.88
914.57,1804.04,49.34,59.18,71.48,121.4,139.69,176.29,173.98,204.51,160.53,36.5,23.5,31.98,87.21,66.38,44.57
914.68,1805.39,47.12,72.52,59.06,111.04,134.83,143.04,154.15,205.81,151.27,18.96,23.5,25.05,54.76,46.92,36.38
914.8,1806.73,41.32,46.96,30.55,97.1,99.71,84.54,156.07,171.54,153.77,8.45,0,10.16,47.42,37.98,21.18
914.91,1808.08,17.15,35.77,0,43.35,56.45,43.51,92.87,120.47,108.81,0,0,0,20.41,8.89,5.5
915.02,1809.43,9.44,17.29,0,20.38,29.94,1.94,59.01,65.01,58.17,0,0,0,20.41,8.63,0
915.13,1810.77,0,0,0,7.28,6.26,0,16.41,19.99,5.03,0,0,0,0,0,0
915.25,1812.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
915.36,1813.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
915.47,1814.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
915.58,1816.14,0,0,0,0,0,0,0.42,0,0,0,0,0,0,0,0
915.7,1817.48,0,0,0,0,0,0,35.11,21.72,11.25,0,0,0,0,0,0
915.81,1818.82,0,0,0,16.72,36.16,33.62,98.78,80.27,69.25,0,0,0.19,3.99,0,6.46
915.92,1820.16,0,0,0,31.61,47.88,49.02,138.86,122.81,106.51,0,0,0.19,3.99,0,6.46
916.03,1821.5,0,26.63,1.94,63.05,71.89,62.91,147.23,167.68,130.83,0,0,0.19,14.46,0,6.46
916.15,1822.83,13.16,45.92,13.93,96.04,75.08,51.73,147.24,184.52,146.45,0,0,0,10.47,29.36,2.67
916.26,1824.17,39.28,65.26,38.36,96.54,94.77,87.72,170.09,198.21,172.26,0,0,0,14.46,29.36,2.67
916.37,1825.5,65.54,98.18,83.11,120.98,112.08,133.32,210.56,196.19,193.03,0,0,0,18.99,32.38,18.3
916.48,1826.83,84.95,134.83,123.92,130.81,147.77,153.64,235.1,206.58,200.53,0,0,0,33.88,8.51,36.04
916.59,1828.17,82.52,162.32,128.9,172.13,181.96,176.13,236.82,230.48,207.89,0,0,0,29.89,30.01,44.77
916.71,1829.5,75.82,118.53,95.61,161.16,182.54,160.34,203.94,218.45,223.64,0,0,0,14.89,34.92,35.63
916.82,1830.83,65.17,62.59,67.05,139.57,156.49,141.6,159.45,192.48,159.46,0,0,0,0,29.43,18.66
916.93,1832.16,49.79,52.79,38.76,108.25,141.05,106.46,165.92,163.14,143.58,0,0,0,0,13.92,9.93
917.04,1833.49,39.69,72.27,29.41,105.85,143.54,86.59,150.66,156.74,118.97,0,0,0,6.26,5.98,3.44
917.15,1834.81,17.78,72.27,5.18,67.9,97.3,65.32,117.69,125.64,105.65,0,0,0,6.26,5.98,0
917.26,1836.14,9.45,35.24,4.06,42.52,50.65,26.58,54.99,108.14,57.62,0,0,0,6.26,0,0
917.38,1837.46,0,0,0,0,6.27,2.75,19.59,73.26,11.2,0,0,0,0,0,0
917.49,1838.79,0,0,0,0,3.52,0,23.45,46.33,9.39,0,0,0,0,0,0
917.6,1840.11,0,0,0,19.17,25.76,11.28,59.36,57.45,25.64,0,0,0,7.74,0,0
917.71,1841.43,13.75,22.7,20.57,33,66.25,55.83,102.19,93.85,57.83,0,0,0,7.74,0,0
917.82,1842.75,31.53,53.19,73.66,69.51,140.51,104.05,143.2,166.08,140.85,0,0,0,11.93,0,3.94
917.93,1844.07,88.95,114.07,116.55,105.82,195.07,161.92,176.81,211.92,207.82,0,8.8,0,18.81,19.59,24.54
918.04,1845.39,166.2,160.24,177.26,182.37,256.87,200.7,232.02,276.36,278.72,6.59,16.17,0.92,49.84,50.19,58.8
918.15,1846.71,190.82,166.44,184,203.6,234.36,228.51,255.95,279.51,268.01,6.59,16.17,0.92,49.94,69.33,54.86
918.27,1848.03,168.35,138.23,181.34,201.74,206.43,214.24,264.14,248.27,259.23,6.59,7.37,0.92,47.09,49.73,35.1
918.38,1849.35,125.13,144.93,148.93,172.79,161.42,201.87,242.59,212.63,208.06,0,0,0,29.96,32.41,3.72
918.49,1850.66,159.37,159.44,122.32,189.96,176.53,193.63,242.86,207.48,213.04,0,0,0,39.77,23.03,11.73
918.6,1851.97,225.86,216.19,154.63,211.37,211.21,269.64,261.73,256.26,242.95,25.98,2.64,0,63.3,39.92,51.35
918.71,1853.29,291.04,285.63,220.96,297.12,286.24,341.66,322.29,296.08,324.24,28.48,21.13,17.22,87.66,59.09,97.14
918.82,1854.6,327.34,345.19,302.43,363.99,349.73,392.13,360.34,341.38,377.67,31.72,29,26.19,95.96,77.2,127.87
918.93,1855.91,378.99,370.78,380.25,438.86,412.56,413.96,397.42,383.05,422.82,39.94,57.49,49.46,113.43,100.82,141.43
919.04,1857.22,375.1,341.16,372.2,408.85,405.84,372.9,363.65,385.87,403.78,37.44,39,32.24,106.16,88.37,118.6
919.15,1858.53,386.78,347.1,373.39,405.73,393.35,368.74,383.46,402.62,404.33,39.03,31.13,23.86,132.28,116.98,112.83
919.26,1859.84,349.14,349.39,347.26,386.27,342.87,330.59,365.63,381.73,375.58,4.84,20.18,10.68,104.22,116.75,74.55
919.37,1861.15,347.72,332.91,334.37,387.37,310.61,335.99,368.72,353.76,365.42,4.84,32.24,11.34,102.21,129.91,77.32
919.48,1862.45,308.42,305.22,318.93,335.57,289.79,327.84,323.62,328.6,321.06,0.31,32.24,10.74,57.48,100.01,69.37
919.59,1863.76,311.12,299.53,318.84,332.11,323.31,348.7,327.87,317.47,330.07,25.95,25.51,23.12,76.57,106.27,108.25
919.7,1865.06,315.49,323.84,353.42,322.96,362.82,380.21,336.81,356.37,338.45,45.34,30.97,41.35,87.48,100.36,106.29
919.81,1866.36,375.31,381.93,420.78,390.91,403.43,420.17,384.89,386.07,386.96,47.15,57.54,73,116,112.39,140.6
919.92,1867.67,416.01,438.58,457.37,434.41,443.93,445,417.54,427.02,411.38,58.7,81.7,95.93,125.24,105.14,139.63
920.03,1868.97,461.71,479.56,503.96,537.23,482.75,496.17,454.88,467.99,465.83,75.44,102.05,117.72,135.96,139.72,170.49
920.14,1870.27,483.4,515.86,522.88,565.36,526.9,518.65,484.9,478.98,485.3,117.7,118.92,121.03,156.84,141.79,171.18
920.25,1871.57,502.86,548.61,558.58,567.58,542.14,546.24,510.04,501.43,509.9,112.58,120.08,109.64,175.99,155.46,181.47
920.36,1872.87,516.53,561.56,545.83,523.34,544.25,530.36,520.76,506.46,510.08,115.87,119.32,112.99,191.85,151.18,185.82
920.47,1874.16,516.63,524.29,502.85,502.18,523.45,518.25,503.93,492.95,496.39,92.79,111.52,112.97,186.98,158.51,187.1
920.58,1875.46,478.38,473.67,451.87,488,480.97,476.79,470.45,446.13,437.04,80.9,91.91,98.81,141.27,144.33,173.87
920.69,1876.75,479.57,464.14,462.98,485.57,468.91,474.41,459.75,412.42,429.49,69.63,77.93,80.94,142.82,150.42,173.91
920.8,1878.05,447.73,478.26,448.75,493.11,435.5,494.69,453.73,407.73,402.95,69.88,48.8,55.59,142.86,145.34,156.11
920.91,1879.34,468.1,487.92,472.73,503.51,466.61,515.49,445.61,414.95,439.98,81.87,73.41,59.98,179.95,160.97,138.7
921.02,1880.63,454.88,480.01,460.47,521.98,475.47,519.04,452.26,426.28,436.13,88.15,91.31,56.67,165.96,153.54,129.55
921.13,1881.93,488.98,471.4,480.2,548.42,516.3,504.23,444.26,442.95,478.3,79.96,131.4,70.22,194.47,151.59,129.89
921.24,1883.22,489.6,461,466.79,559.37,496.32,486.28,441.14,446.85,446.69,74.16,102.9,46.83,173.68,138.03,155.62
921.35,1884.51,457.2,432.9,440.69,525.95,443.31,431.63,418.36,416.42,402.08,68.22,64.25,26.97,141.38,105.29,133.17
921.46,1885.79,416.43,405.43,403.91,467.49,413.6,409.28,401.58,401.67,364.48,67.13,36.45,25.96,107.23,98.71,115.54
921.57,1887.08,365.08,372.39,361.21,412.1,385.95,388.68,390.24,359.69,351.67,54.33,38.62,43.58,110.35,78.06,92.18
921.68,1888.37,383.35,382.64,366.82,411.32,451.94,401.36,393.23,361.05,373.18,45.72,62.63,59.05,130.29,98.24,109.64
921.79,1889.65,419.7,428.3,415.51,471.95,492.99,436.79,431.99,398.52,403.81,55.07,66.94,58.49,136.82,126.34,127.37
921.9,1890.94,486.13,485.04,481.94,524.63,536.11,469.61,462.86,464.43,451.89,56.71,82.88,59.22,142.28,151.72,130.03
922.01,1892.22,538.84,528.07,542.01,572.59,545.18,510.06,496.71,501.67,500.29,76.53,96.34,81.8,186.23,180.25,142.18
922.12,1893.5,547.52,536.4,551.05,565.17,541.87,509.13,500.56,483.57,515.02,92.21,95.31,84.91,183.99,171.6,162.49
922.23,1894.78,562.14,551.68,536.38,571.02,555.85,528.15,501.4,501.8,516.41,140.4,111.47,125.53,212.91,195.44,178.61
922.33,1896.06,539.17,551.03,523.78,549.26,537.55,541.23,504,497.8,513.24,155.22,98.59,112.45,185.41,180.54,163.67
922.44,1897.34,539.48,540.33,513.82,541.77,517.19,546.93,506.58,509.12,492.73,160.22,125.23,136.55,183.74,172.46,142.89
922.55,1898.62,512.19,522.7,536.25,535.99,517.23,542.68,510.93,501.87,500.66,136.84,127.17,121.95,166.32,162.32,145.7
922.66,1899.9,511.95,520.13,515.42,546.93,508.65,541.16,482.71,506.39,481.01,116.43,142.06,120.65,163.17,149.1,148.77
922.77,1901.18,510.66,525.84,501.54,536.8,516.67,540.57,484.13,485.9,478.03,108.2,113.47,102.19,189.5,145.04,160
922.88,1902.45,490.42,499.94,463.72,505.38,468.08,508.37,446.64,415.17,418.47,87.6,81.52,80.37,170.75,109.91,142.5
922.99,1903.73,456.8,455.98,440.52,469.22,449.42,478.11,460.13,370.09,401.23,86.85,60.41,63.4,170.49,100.6,132.14
923.09,1905,445.88,444.41,439.72,449.43,447.14,452.56,433.04,374.77,399.41,84.72,57.26,56.39,138.81,106.88,137.05
923.2,1906.27,449.69,444.89,435.63,446.35,465.57,442.73,442.04,397.54,405.69,84.89,67.41,49.01,142.06,129.09,137.55
923.31,1907.54,446.98,460.53,415.38,440.07,468.49,425.38,406.9,412.84,385.5,65.13,67.63,53.04,131.69,123.68,127.09
923.42,1908.81,433.21,428.45,414.08,426.05,473,411.63,402.4,390.13,360.3,69.88,65.7,43.92,142.12,111.08,106.79
923.53,1910.08,439.37,447.96,431.71,439.95,472.1,438.47,419.21,387.72,376.4,82.15,65.29,61.32,147.03,105.97,111.63
923.64,1911.35,448.13,439.4,451.95,438.44,462.46,446.24,418.32,373.95,385.15,105.93,67.73,66.57,148.76,117.67,138.29
923.74,1912.62,457.26,428.89,450.24,413.28,422.85,443.37,407.83,367.27,379.31,87.34,59.46,78.78,134.41,112.3,122.88
923.85,1913.88,468.87,401.53,435.35,397.92,387.05,424.99,385.88,375.45,371,82.82,48.6,74.39,139.42,122.31,113.85
923.96,1915.15,477.29,410.65,439.95,397.03,392.39,427.41,410.1,379.15,355.56,74.04,56.47,62.08,138.47,142.01,114.51
924.07,1916.41,467.42,450.47,461.6,463.82,413.43,446.87,419.74,394.6,389.86,100.55,83.98,56.74,156.45,147.31,141.1
924.18,1917.68,464.79,465.21,470.5,495.52,423.04,445.9,406.34,410.35,400.46,123.24,112,64.58,151.56,138.76,161.51
924.28,1918.94,445.31,441.1,464.89,497.35,411.79,419.07,392.45,415.29,399.25,106.67,104.09,70.49,141.38,117.25,151.29
924.39,1920.2,424.07,406.9,426.21,448.42,387.45,383.16,345.52,392.53,358.68,80.95,69.79,66.58,126,118.22,138.55
924.5,1921.46,389.08,385.29,377.78,398.05,373.35,356.15,348.22,350.73,329.4,53.08,48.25,46.53,109.77,108.33,126.29
924.61,1922.72,396.67,384.93,385.61,401.57,384.15,350.39,334.21,325.22,342.75,65.39,54.56,65.66,121.35,120.92,131.18
924.71,1923.98,429.28,400.59,403.13,426.11,397.31,354.31,375.26,326.79,348.18,62.65,89.74,72.08,126.18,121.11,134.99
924.82,1925.24,470.8,442.83,466.24,463.54,439.36,386.13,394.93,353.98,361.23,85.77,111.53,96.36,149.15,147.78,135.28
924.93,1926.49,477.9,468.31,459.94,468.19,416.65,399.86,392.89,359.46,354.9,82.39,103.83,99.15,135.26,139.25,126.72
925.04,1927.75,454,463.81,457.65,475.52,410.95,397.6,392.91,358.01,356.98,98.32,95.76,105.24,144.96,148.99,131.42
925.14,1929,407.68,453.22,411.29,441.06,384.14,400.91,367.54,321.18,364.35,93.42,93.2,108.18,137.47,128.87,131.26
925.25,1930.26,379.92,441.2,397.16,413.83,392.23,398.77,372.13,309.31,329.67,88.37,103.5,84.3,132.45,122.23,141.25
925.36,1931.51,404.4,461.41,436.95,401.47,417.21,416.2,381.32,327.05,348.61,99.5,139.98,106.94,134.57,123.07,160.71
925.47,1932.76,421.99,453.41,439.86,413.89,415.3,395.08,376.35,344.63,318.06,106.7,134.53,87.65,132.72,121.27,169.21
925.57,1934.01,452.7,471.86,468.23,417.41,417.5,413.41,366.54,358.72,342.35,133.3,144.81,107.11,157.9,136.51,161.41
925.68,1935.26,441.08,467.32,412.96,392.92,395.04,398.4,333.45,353.53,314.36,126.86,111.73,83.19,152.67,132.33,133.53
925.79,1936.51,459.24,460.89,402.14,375.2,398.34,377.5,320.2,337.51,313.21,107.16,110.05,95.67,145.45,145.53,131.35
925.89,1937.76,410.51,403.25,364.1,359.24,383.09,338.04,273.1,307.99,283.57,93.53,91.1,84.57,129.94,115.08,116.2
926,1939,350,336.83,335.3,324.81,349.71,312.13,231.61,275.42,259.53,56.77,83.34,86.97,98.89,95.45,121.87
926.11,1940.25,285.82,285.74,337.18,314.7,325.32,302.55,200.49,239.23,238.55,48.27,74.54,82.35,68.43,86.4,95.12
926.21,1941.49,313.96,302.98,329.05,322.24,308.59,294.29,232.76,261.42,259.29,46.07,82.7,111.01,54.55,106.94,105.29
926.32,1942.74,359.88,357.33,355.05,334.53,349.96,322.79,269.18,288.78,262.52,98.92,92.6,129.75,77.7,140.52,105.82
926.43,1943.98,427.12,430.34,391.04,370.8,387.31,367.62,325.31,348.52,299.47,136.41,127.79,162.45,129.76,175.01,138.94
926.53,1945.22,463.56,472.57,441.92,402.93,443.19,411.99,347.04,365.2,308.36,165.08,149.16,168.66,136.62,175.31,131.54
926.64,1946.46,488.22,493,481.03,448.58,449.61,441.89,365.7,371.47,330.85,161.93,179.05,174.73,161.95,179.41,150.61
926.75,1947.7,503.64,485.2,482.9,446.99,435.13,446.22,369.18,355.91,330.17,171.52,183.68,174.2,148.31,154.55,144.37
926.85,1948.94,479.93,468.61,457,441.58,414.5,442.09,351.24,335.27,323.42,158.96,183.49,178.19,167.8,185.49,170.28
926.96,1950.18,465.54,442.34,424.08,419.13,390.52,412.93,320.01,296.01,298.05,162.35,174.26,176.8,123.54,156.36,150.11
927.07,1951.41,414.45,390.71,390.16,380.32,388.17,380.08,263.48,262.46,269.38,145.7,153.98,150.38,105.86,145.14,139.18
927.17,1952.65,380.12,344.18,378.67,326.25,342.58,336.99,243.76,223.73,229.2,148.46,147.78,144.36,104.87,110.28,127.29
927.28,1953.88,325.44,301.63,347.17,284.8,284.28,312.86,216.41,203.03,220.73,118.5,116.54,115.97,109.46,96,114.31
927.39,1955.12,280.39,289.05,298.65,233.98,223.29,268.04,201.42,170.04,173.96,107.5,76.26,96.55,94.95,84.31,106.25
927.49,1956.35,262.42,258.23,247.23,221.89,203.37,248.96,171.9,137.86,153,89.57,55.05,52.52,73.81,61.98,95.22
927.6,1957.58,224.87,198.48,206.56,182.53,162.52,176.29,126.53,101.16,96.19,66.44,38.58,28.24,61.02,53.35,83.88
927.7,1958.81,178.06,124.83,176.99,150.23,131.41,118.7,79.62,72.27,71.86,31.98,39.84,9.32,42.66,24.93,61.23
927.81,1960.04,88.89,71.47,114.73,72.88,74.27,43.08,25.59,47.41,35.57,4.37,14.27,4.73,15.06,9.24,30.17
927.91,1961.27,54.45,57.86,65.22,27.6,49.57,12.06,8.5,18.88,25.08,4.37,13.9,16.22,0,0.36,11.56
928.02,1962.5,35.53,50.77,36.58,7.81,13.44,0,0,2.6,9.08,13.78,5.21,26.93,7.55,0.36,2.39
928.13,1963.72,64.8,79.53,69.13,41.52,24.04,30.12,19.21,1.71,32.09,32.82,13.33,44.78,26.39,16.63,0
928.23,1964.95,79.35,84.92,80.65,39.73,25.89,36.67,19.21,1.71,29.3,43.55,16.61,43.26,26.39,16.63,0
928.34,1966.18,64.6,78.16,63.9,36.62,25.89,36.67,19.21,1.71,29.3,39.95,33.58,42.59,31.52,21.89,1.23
928.44,1967.4,32.73,33.52,18.46,0,1.84,6.54,0,0,0,29.08,27.78,32,15.68,5.26,9.17
928.55,1968.62,1.81,10.46,0,0,0,0,0,0,0,18.35,19.29,20.5,15.68,5.26,9.17
928.65,1969.84,1.81,0,0,0,0,0,0,0,0,13.29,14.3,10.46,3,0,7.94
928.76,1971.06,0,0,0,0,0,0,0,0,0,6.74,11.98,0,0,0,0
928.86,1972.28,0,0,0,0,0,0,0,0,0,24.74,19.23,4.33,0,0,1.14
928.97,1973.5,0,0,0,0,0,0,0,0,0,19.62,7.25,6.23,0,0,3.4
929.07,1974.72,0,0,0,0,0,0,0,0,0,22.72,11.28,11.14,13.8,5.56,3.4
929.18,1975.94,0,0,0,0,0,0,0,0,0,10,7.64,12.71,13.8,14.3,14.21
929.28,1977.15,0,0,0,0,0,0,0,0,0,35.6,22.28,11.46,13.8,14.3,11.95
929.39,1978.37,0,0,0,0,0,0,0,0,0,44.01,21.78,11.51,0,8.74,13.6
929.49,1979.58,0,0,0,0,0,0,0,0,0,48.38,28.58,17.19,0,6.21,1.65
929.6,1980.79,0,0,0,0,0,0,0,0,0,29.16,18.78,42.93,0,6.21,1.65
929.7,1982.01,0,0,0,0,0,0,0,0,0,27.77,15.25,49.53,0,6.21,0
929.81,1983.22,0,0,0,0,0,0,0,0,0,18.12,14.04,58.87,0,0,0
929.91,1984.43,0,0,0,0,0,0,0,0,0,11.75,9.2,32.46,0,0,0
930.02,1985.63,0,0,0,0,0,0,0,0,0,0,13.59,20.91,0,0,0
930.12,1986.84,0,0,0,0,0,0,0,0,0,0,4.4,0,0,0,0
930.23,1988.05,0,0,0,0,0,0,0,0,0,0,13.71,4.99,0,0,0
930.33,1989.25,0,0,0,0,0,0,0,0,0,0,9.32,20.38,0,0,0
930.43,1990.46,0,0,0,0,0,0,0,0,0,16.1,27.5,22.71,0,0,0
930.54,1991.66,0,0,0,0,0,0,0,0,0,16.1,18.18,17.73,0,0,0
930.64,1992.87,0,0,0,0,0,0,0,0,0,26.92,24.84,5.97,0,0,0
930.75,1994.07,0,0,0,0,0,0,0,0,0,10.83,6.66,3.63,0,0,0
930.85,1995.27,0,0,0,0,0,0,0,0,0,10.83,6.66,3.63,0,0,0
930.96,1996.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
931.06,1997.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
931.16,1998.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
931.27,2000.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
931.37,2001.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
931.47,2002.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
931.58,2003.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
931.68,2004.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
931.78,2006.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
931.89,2007.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
931.99,2008.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
