wavenumber,PMMA1ppm-1,PMMA1ppm-2,PMMA1ppm-3,PMMA5ppm-1,PMMA5ppm-2,PMMA5ppm-3,PMMA10ppm-1,PMMA10ppm-2,PMMA10ppm-3,PMMA50ppm-1,PMMA50ppm-2,PMMA50ppm-3,PMMA100ppm-1,PMMA100ppm-2,PMMA100ppm-3,PMMA200ppm-1,PMMA200ppm-2,PMMA200ppm-3
776.34,98.83,78.19,89.64,77.84,54.69,56.83,106.44,134.37,151.69,79.67,72.54,66.38,144.16,98.14,167.29,106.66,109.63,121.9
778.32,114.82,96.52,123.27,96.44,63.25,85.73,88.63,133.98,120.96,71.12,85.32,41.32,137.41,95.34,171.9,96.5,118.42,129.82
780.29,107.14,111.52,134.56,111.71,92.49,103.64,97.7,129.13,115.11,55.13,98.68,54.83,132.54,130.77,178.4,137.24,112.44,165.64
782.26,105.14,116.86,131.2,112.31,109.38,116.87,100.09,113.59,102.24,56.49,95.37,60.67,165.02,161.87,188.24,153.67,129.15,173.48
784.23,95.47,107.2,95.83,99.25,121.29,99.78,107.79,124.05,124.03,69.85,81.08,79.52,179.16,189.64,199.75,161.44,145.2,190.66
786.2,100.81,102.54,66.8,86.18,86.19,54.69,102.49,86.16,137.81,77.9,71.13,68.39,165.98,181.75,199.6,137.23,140.59,168.18
788.16,108.82,114.56,86.11,113.46,85.42,41.26,139.62,130.04,164.02,109.4,94.98,99.7,176.58,201.31,232.9,146.81,165.45,186.83
790.13,105.38,119.8,105.65,127.95,74.55,49.39,159.4,155.24,186.56,127.58,111.83,132.7,206.51,215.88,261.54,180.74,198.32,226.17
792.09,97.4,109.16,106.64,117.56,93.46,73.31,155.72,193.31,185.3,155.99,139.25,141.26,235.68,259.01,279.08,191.24,235.44,220.74
794.06,83.19,97.31,67.07,93.61,63.9,82.33,127.37,168.71,160.36,123.08,116.35,121.16,242.52,245.47,241.96,199.43,216.23,209.32
796.02,87.77,81.9,61.29,79.45,66.37,82.13,112,145.76,123.75,122.19,124.13,92.74,241.03,246.61,234.17,196.96,188.7,189.59
797.98,57.23,46.54,33.9,55.73,32.29,46.88,91.29,103.8,93.13,71.97,91.58,79.33,235.55,203.09,187.06,203.18,178.86,188.54
799.94,45.04,37.03,44.68,33.79,38.56,36.24,94.23,119.5,96.49,115.1,129.39,117.6,261.07,261.58,223.96,245.76,219.37,229.18
801.9,46.19,36.86,39.8,6.66,31.26,12.78,92.05,106.07,91.74,154.14,157.43,175.77,328.49,282.3,246.09,318.57,298.79,301.05
803.86,72.37,84.55,70.44,59.51,75.4,63.1,140.2,151.63,122.3,270.18,275.82,305.62,458.92,427.69,380.22,464.4,422.22,453.61
805.82,80.43,103.95,70.8,72.46,101.33,101.37,158.33,140.52,145.53,380.24,347.89,395.48,578.36,542.09,523.7,610.91,609.34,611.51
807.78,56.6,139.8,70.94,113.07,94.04,125.24,190.9,190.84,175.52,516.1,472.08,530.13,711.91,703.61,666.3,794.56,809.59,794.22
809.73,38.77,115.66,60.42,70.15,49.89,79.96,170.46,184.48,167.5,625.3,587.96,618.12,816.81,785.81,777.58,932.89,960.53,956.6
811.69,14.4,83.64,38.36,56.01,21.72,47.12,134.56,173,154.36,659.74,678.4,690.69,851.94,829.91,828.08,1017.8,1017.7,1019.23
813.64,22.15,73.4,30.75,18.31,41,36.06,121.09,126.62,140.99,645.97,689.97,660.71,828.52,797.45,821.04,980.84,978.34,973.66
815.6,38.9,65.84,14.47,10.96,43.81,42.68,105.73,93.68,124.72,535.66,573.01,557.86,696.89,692.46,695.79,813.01,805.78,825.21
817.55,71.67,88.62,38.54,44.28,65.43,60.3,122.8,100.51,118.88,420.81,437.83,434.13,590.05,565.25,562.33,628.98,637.34,650.56
819.5,82.66,59.29,57.17,59.15,42.27,86.81,106.87,121.32,129.71,275.31,326.67,320.41,462.89,464.72,450.54,491.97,466.6,507.6
821.45,94.66,59.98,74.48,69.04,83.79,118,131.92,138.8,149.52,217.5,241.2,229.05,418.4,401.2,420.1,436.31,408.87,401.99
823.4,86.44,44.45,70.24,32.04,71.1,96.3,136.41,137.04,155.77,153.47,182.19,141.14,343.37,335.13,322.45,355.79,320.95,315.51
825.35,86.8,32.57,43.86,43.93,75.63,56.97,138.11,114.83,129.57,108.02,119.08,102.14,299.9,274.97,257.37,270.85,265.27,230.95
827.29,73.82,27.28,56.19,51.49,70.5,14.13,133.47,108.94,121.36,71.59,96.65,102.15,262.45,251.48,199.96,211.26,220.94,209.73
829.24,49.15,29.22,51.76,55.95,57.55,17.56,123.49,106.72,112.47,66.18,72.58,127.51,244,231.34,230.57,180.03,196.63,199.21
831.18,50.19,72.87,79.48,64.86,68.76,44.63,143.28,135.26,123.69,90.89,81.97,144.66,242.35,256.33,249.3,152.26,183.46,221.48
833.13,28.25,82.61,67.51,48.11,47.98,65.56,130.95,134.35,115.13,96.18,69.6,126.05,202.6,232.88,238.59,153.41,158.2,200.33
835.07,50.35,64.77,49.24,46.14,71.03,53.23,141.17,122.99,106.44,92.71,75.8,111.02,201.75,232,205.13,172.47,165.85,206.76
837.01,70.76,43.19,59.29,40.07,81.27,72.46,133.38,105.28,121.42,103.92,80.69,116,212.24,213.13,214.34,229.22,192.19,203.87
838.95,68.57,32.41,61.12,50.78,69.29,51.53,111.58,105.24,117.72,98.82,94.26,112.33,212.41,203.28,215.9,213.66,189.56,203.68
840.89,57.55,51.12,75.17,53.94,68.76,66.34,87.88,124.97,129.79,118.18,98.63,115.45,209.38,204.21,219.25,186.9,188.72,186.62
842.83,19.1,39.35,47.03,32,28.96,33.03,77.18,109.35,96.53,103.9,70.36,75.92,185.03,186.5,206.28,147.84,163.91,163.58
844.77,34.26,50.49,37.78,23.29,35.22,45.57,84.14,117.73,89.58,118.63,53.43,72.75,204.02,185.13,187,154.46,198.79,160.57
846.71,25.39,55.31,45.22,16.03,26.16,25.54,97.32,122,81.53,92.61,69.42,70.81,205.25,198.67,209.61,189,194.25,163.8
848.64,50.97,59.58,61.78,23.11,71.38,19.59,92.71,155.14,113.69,118.16,100.31,72.45,229.04,232.1,219.47,201.79,223.62,181.94
850.58,38.9,62.86,47.67,26.2,58.68,7.06,104.43,141.61,121.84,90.73,115.89,83.11,219.86,245.56,258.34,218.27,225.36,193.78
852.51,51.61,56.6,50.03,36.3,79.2,32.2,110.92,129.19,134.43,98.43,91.94,70.89,222.8,253.81,250,205.56,235.56,207.75
854.44,45.12,72.79,41.17,42.29,34.84,51.16,113.29,88.65,112.58,67.05,65.22,70.92,196.31,231.62,245.23,201.42,204.01,197.63
856.37,49.52,73.22,70.57,33.75,60.47,71.62,118.33,77.11,120.05,75.68,61.53,53.29,167.5,212.79,229.14,189.98,153.15,187.54
858.31,68.27,77.99,47.63,31.31,47.68,75.49,112.91,74.45,98.4,84.56,58.75,69.58,166.59,181.53,206.96,163.12,145.54,175.03
860.24,52.59,51,49.59,17.44,66.45,62.59,102.38,107.34,98.31,88.34,49.88,71.11,164.59,164.17,197.35,138.85,155.51,163.77
862.16,56.92,47.69,52.57,27.34,77.23,46.7,109.29,115.66,84.99,99.26,53.14,81.1,189.72,152.61,168.21,133.04,184.28,136.98
864.09,69.04,62.51,78.67,33.26,76.8,33.26,100.64,123.43,104.11,104.65,48.53,72.88,175.31,140.51,146.19,167.38,164.53,132.32
866.02,74.62,60.44,76.56,51.31,58.16,43.94,96.76,105.64,94,103.5,60.06,69.14,169.36,128.2,118.96,180.18,153.58,132.47
867.94,66.99,63.17,68.9,62.8,23.97,67.08,86.88,113.51,96.89,85.38,51.94,65.74,166.42,131.58,136.42,170.35,132.66,137.97
869.87,31.26,47.8,56.15,55.2,6.34,62.11,102.77,111.82,83.88,58.72,66.96,57.81,181.62,139.42,140.34,134.33,125.87,136.62
871.79,22.66,46.08,45.2,30.38,22.17,40.93,117.1,97.24,84.66,43.19,68.11,86.68,182.94,148.39,134.05,118.44,86.23,150.4
873.71,26.29,24.4,24.81,15.46,36.23,24.32,130.98,92.55,83.65,60.25,71.17,97.45,173.83,149.6,135.01,121.47,90.5,138.77
875.64,16.22,2.92,10.56,9.48,33.1,13.71,108.75,71.73,72.85,62.55,50.81,94.81,139.63,114.05,124.87,109.75,65.02,114.71
877.56,26.77,11.64,4.33,16.13,32.07,38.34,103.96,83.36,93.51,48.65,48.92,63.96,141.9,105.96,124.53,100.17,67.02,85.13
879.48,24.22,15.45,0,11.02,16.94,27.25,63.5,50.86,63.15,16.21,23.06,39.13,107.18,60.13,64.54,65.96,25.86,55.08
881.4,24.22,15.45,0,11.02,16.94,27.25,44.04,35.15,46.13,0,22.09,22.15,88.48,44.08,43.56,43.35,15.08,34.04
883.31,5.28,6.73,5.1,1.36,1.15,0,9.69,4.86,2.01,0,0,4.36,30.68,0.49,6.39,16.51,0,0
885.23,0,0,10.78,14.06,12.5,3.62,4.22,20.61,4.31,0,0,0,20.01,13.23,4.83,0,0,0
887.14,0,0,17.92,31.28,12.5,3.62,3.03,28.22,10.95,0,0,0,6.04,12.74,2.19,0,0,0
889.06,0,0,12.81,31.28,12.5,14.44,32.34,51.31,10.95,0,0,0,6.04,12.74,0,0,0,0
890.97,5.64,0,15.55,19.12,0,12.25,51.09,52.48,17.15,5.58,0,0,22.98,0,16.97,0,0,14.86
892.89,5.64,3.42,8.41,1.89,0,12.25,63.12,40,30.56,5.58,0,2.87,21.26,1.67,16.97,0,0,14.86
894.8,5.64,3.42,14.12,6.14,1.33,2.53,43.09,37.72,36.93,5.58,0,2.87,35.18,1.67,26.64,0,13.58,26.33
896.71,0,3.42,5.71,8.57,1.33,1.1,32.39,30.78,37.68,5.7,0,3.15,13.92,10.56,9.67,0,13.58,11.47
898.62,0.83,0,20.63,8.57,1.91,14.44,30.02,40.69,15.92,14.83,10.58,16.65,21.09,20.79,25.3,21.29,21.65,29.8
900.52,0.83,1.56,14.92,4.32,6.67,13.34,25.32,29.41,25.33,23.72,10.6,16.65,17.36,39.38,44.3,21.29,8.06,26.01
902.43,1.91,1.56,14.92,4.78,6.67,13.34,14.24,29.79,24.41,32.59,10.95,21.53,17.36,65.66,68.25,21.29,36.65,44.92
904.34,7.66,5.73,3.99,7.75,6.1,1.12,18.43,31.4,41.87,33.7,29.74,12.66,36.22,95.85,79.52,47.47,61.72,41.07
906.24,12.1,4.17,3.99,15.92,0,5.1,38.84,48.22,26.09,32.39,49.77,29.86,45,113.61,108.69,98.1,104.09,61.14
908.15,11.03,5.07,22.35,15.86,19.43,21.94,54.19,47.27,39.16,25.66,59.72,24.7,65.46,120.28,141.77,139.79,95.33,74.13
910.05,4.44,0.9,18.36,12.89,19.43,20.82,56.71,35.88,21.8,45.85,55.58,26.9,60.38,129.2,167.44,128.06,88.83,87.04
911.95,0,5.23,18.36,9.18,19.43,17.09,55.46,43.7,56.96,82.29,73.02,43.35,92.22,177.36,172.67,116.26,105.25,111.2
913.86,13.92,4.33,0,4.82,0,0.25,53.98,34.3,72.26,100.86,81.6,83.37,95.86,198.32,177.38,108.27,113.81,119.51
915.76,13.92,4.33,7.28,4.82,9.72,0.25,58.95,56.02,92.34,99.24,79.99,89.42,105.96,200.75,202.55,102.75,111.18,127.95
917.66,23.38,4.78,18.1,8.93,9.72,16.67,48.48,35.29,69.31,79.54,53.96,57.05,81.31,181.42,238.63,99.49,105.47,109.65
919.55,36.49,16.8,18.1,8.57,22.56,27.89,58.56,64.8,46.17,67.75,61.17,22.6,74.57,165.01,225.95,107.81,114.02,95.6
921.45,36.49,33.39,10.83,8.57,20.24,35,61.31,67.3,50.37,40.99,51.08,18.83,68.18,151.28,175.3,100.17,143.26,75.59
923.35,36.19,28.61,13.18,2.94,33.21,26.01,78.18,69.24,61.01,37.36,62.8,22.87,76.26,137.68,125.44,100.34,112.31,61.04
925.24,9.16,16.59,13.18,12.57,37.02,14.79,75.15,63.63,69.76,45.88,41.99,31.04,65.8,114.56,128.72,84.65,100.51,53.31
927.14,14.82,0,21.5,19.66,29.62,7.68,51.06,44.91,45.39,48.64,28.46,19.05,45.93,81.67,122.92,79.56,53.63,37.48
929.03,5.79,0,8.33,19.62,25.24,0,20.93,39.86,22.62,49.77,23.26,49.16,18.07,62.48,86.13,55.16,48.45,37.37
930.92,5.79,6.89,8.49,17.93,13.54,0,0,17.15,0,46.92,17.97,35.42,11.17,43.31,47.03,52.46,23.31,39.95
932.81,0.13,6.89,8.93,10.83,25.75,0,14.73,21.66,0,53.66,28.34,35.42,19.59,62.06,40.18,44.35,16.95,48.14
934.7,0,6.89,8.93,7.93,28.74,0,19.72,29.73,15.86,38.98,30,1.72,27.91,45.04,32.24,41.17,6.31,56.56
936.59,0,0,34.4,10.39,23.79,8.74,24.96,35.58,21.68,29.77,42.24,16.37,27.91,58.83,41.11,40.46,40.12,60.13
938.48,0,0,25.64,10.39,13.25,8.74,22.29,34.65,29.35,33.82,40.96,25.19,21.62,50.2,26.69,31.67,40.12,75.62
940.37,0,0,25.64,10.39,1.67,8.74,20.29,27.73,14.79,29.22,48.03,47.24,26.02,57.26,22.11,56.26,47.25,48.25
942.25,0,0,0,0,1.67,3.11,15.05,28.59,13.02,24.77,52.58,55.42,38.74,44.13,9.04,33.33,30.51,63.25
944.14,0,0,0,0,0,3.11,5.06,26.01,5.35,25.9,52.72,66.85,31.82,46.57,17.4,46.98,40.93,59.5
946.02,0,0,4.22,0,0,3.11,2.07,14.51,14.25,38.84,60.32,60.75,35.73,29.14,17.4,15.44,44.93,105.79
947.91,0,0,4.22,0,0,0,2.07,6.62,10.21,40.36,44.18,46.9,23.01,24.4,8.37,27.82,36.53,69.44
949.79,0,3.05,4.22,0,0,0,12.98,2.28,27.69,65.46,71.62,57.97,55.11,48.14,12.17,56.79,65.37,102.35
951.67,0,3.05,0,0,2.8,0,20.57,2.28,24.6,103.15,66.31,76.61,73.76,73.12,61.92,80.69,98.14,107.18
953.55,2.78,3.05,0,7.66,2.8,0,27.2,2.28,39.48,115.31,103.81,102.73,102.76,113.14,69.71,113.4,133.39,160.15
955.43,2.78,0,0,7.66,2.8,0,14.22,0,22,118.84,89.68,109.88,96.23,96.62,90.92,130.81,160,152.49
957.31,14.57,7.33,6.73,9.29,2.63,2.24,21.59,8.35,16.82,130.17,124.01,117.5,105.51,115.9,99.94,187.71,194.42,162.97
959.18,11.8,10.69,6.73,1.63,9.91,6.8,15.64,8.35,16.31,169.2,141.38,142.48,143.15,141.21,155.31,226.63,234.88,176.82
961.06,23.3,15.09,16.84,16.57,9.91,6.8,29.38,20.54,16.31,201.37,207.55,203.59,190.59,184.65,190.15,253.71,270.82,228.48
962.94,11.51,9.42,37.79,19.77,9.12,9.99,14.42,12.18,14.37,215.8,214.31,239.29,206.27,185.34,170.58,254.37,280.68,275.06
964.81,28.98,6.06,37.79,19.77,2,5.52,13.74,12.18,0,210.91,236.09,262.35,164.98,147.39,158.36,248.4,273.24,285.68
966.68,17.47,1.66,27.69,4.83,2,5.52,0,0,0,170.62,175.8,199.33,91.97,77.35,90.13,198.02,206.73,226.88
968.55,17.47,0,0,0,0.17,0.09,0,0,0,121.58,105.7,140.23,25.35,27.37,50.94,116.23,112.24,118.7
970.43,0,0,0,0,0,0,0,0,0,67.11,35.35,58.15,0,0,0,38.19,35.3,38.04
972.3,0,0,0.93,0,0,0,0,0,0,55.91,41.81,52.21,0,0,0,3.26,0,0
974.16,8.53,1.5,3.03,4.36,0,4.93,0,0,0,73.4,62.37,63.3,0,6.92,11.6,23.02,15.18,0.98
976.03,8.53,1.5,3.03,4.36,7.51,4.93,0,0,0,88.7,78.22,88.08,0,16.95,11.6,63.11,40.88,26.84
977.9,8.53,1.5,2.11,4.36,7.51,8.36,0,0,0,102.03,89.22,108.67,19.9,55.56,48.58,120.72,80.24,81.37
979.77,0,0,0,8.69,7.51,3.43,0,0,0,89.06,111.91,127.29,64.7,97.14,69.9,154.7,139.74,147.25
981.63,0,4.89,0,10.87,0,3.43,0,4.99,6.42,147.01,150.86,162.49,123.86,119.65,118.53,183.6,176.5,189.06
983.49,0,4.89,0,10.87,0,0,0,4.99,6.42,165.43,161.28,174.49,135.82,127.96,133.23,190.65,205.07,212.68
985.36,0,4.89,0,2.18,0,0,6.69,9.43,10.99,200.11,188.29,192.42,142.7,133.51,137.51,237.96,220.9,227.55
987.22,0,0.69,0,6.8,0,0,6.69,10.65,12.25,187.92,171.11,182.82,151.05,159.21,151.94,248.75,230.54,232.24
989.08,0,0.69,0,11.1,0,2.17,6.69,10.65,23.74,179.88,172.06,153.35,170.88,152.37,147.83,248.36,227,231.07
990.94,0,0.69,0,11.81,0,2.17,0,6.21,19.18,138.32,140.83,127.03,131.84,126.01,134.19,208.44,212.26,210.05
992.8,0,3.11,0,5.02,0,5.36,0,0,11.49,145.78,136.96,135.74,137.82,118.34,101.25,202.23,213.9,202.4
994.66,0.18,3.11,22.73,2.13,0,3.19,0,0,1.12,148.73,125.9,154.92,134.61,140.47,113.11,211.82,214.34,186.55
996.51,18.3,5.65,35.71,21.04,0,3.19,0,0,1.12,178.59,140.43,180.68,197.32,174.19,132.88,217.68,208.05,204.3
998.37,35.9,13.24,35.71,21.04,0,3.21,11.07,12.63,24.31,168.59,160.76,166.92,182.49,174.38,135.8,220.69,190.9,212.52
1000.22,35.71,16.12,12.99,20.43,0.51,3.21,11.07,12.63,23.19,143.29,136.79,132.52,172.36,148.93,109.07,172.73,166.11,180.12
1002.08,22.98,15.76,30.58,0.81,5.56,29.4,11.07,12.63,23.19,107.14,100.63,83.59,111.04,113.95,90.81,131.58,133.81,136.52
1003.93,21.27,5.05,30.58,11.6,7.06,26.18,0,0,0,70.79,39.59,37.2,61.85,83.77,59.36,55.01,77.22,63.6
1005.78,26.89,16.28,61.4,22.59,23.05,39.79,0,0,0,43.42,17.39,29.67,46.58,47.02,26.65,26.71,37.18,34.87
1007.63,21.51,18.97,32.06,39.05,26.5,20.23,0,0,0,22.19,0,10.99,32.56,20.58,1.57,0,0,0
1009.48,8.19,18.97,32.06,28.26,25.01,20.23,0,0,0,0,0,10.99,23.07,0,0,0,0,0
1011.33,2.57,17.93,17.31,16.46,8.51,6.61,0,0,0,0,0,0,0,0,0,0,0,0
1013.18,14.22,13.06,21.25,6.18,10.56,5.32,0,0,7.93,0,0,0,0,0,0,0,0,0
1015.03,11.65,13.06,21.25,6.18,10.56,8.43,0,0,7.93,0,0,0,0,0,0,0,0,0
1016.87,11.65,1.08,5.17,6.18,18.86,8.43,0,0.12,7.93,0,0,0,0,0,0,0,0,0
1018.72,23.32,1.08,1.84,0,8.29,4.85,0,0.12,0,0,0,0,0,0,0,0,0,0
1020.56,23.32,1.08,1.84,0,8.29,1.73,0,0.12,0,0,0,0,0,0,0,0,0,0
1022.4,23.32,10.49,18.94,15.03,0,9.55,0,0,0,0,0,0,0,0,0,0,0,0
1024.24,0,10.49,17.1,15.03,0,7.81,0,0,0,0,0,0,0,0,0,0,0,0
1026.08,16.87,15.29,29.81,15.03,0,8.73,0,0,0,0,0,0,0,0,0,0,0,0
1027.92,16.87,4.8,12.72,0,0,0.92,0,0,0,0,0,0,0,0,0,0,0,0
1029.76,16.87,4.8,12.72,0,0,0.92,0,0,0,0,0,0,0,0,0,0,0,0
1031.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1033.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1035.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1037.11,0,0,0,1.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1038.94,0,0,0,1.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1040.77,0,0,0,1.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1042.6,0,0,0,8.22,0,0.97,0,0,0,0,0,0,0,0,0,0,0,0
1044.43,0,0,0,10.99,0,0.97,0,0,0,0,0,0,0,0,0,0,0,0
1046.26,0,0,24.89,10.99,3.68,11.61,0,0,0,0,0,0,0,0,0,0,0,0
1048.09,0,0,24.89,2.77,3.68,10.64,0,0,0,0,0,0,0,0,0,0,0,0
1049.92,0,0,24.89,0,3.68,10.64,0,0,0,0,0,0,0,0,0,0,0,0
1051.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1053.57,7.12,0,0,0,0,19.92,0,0,0,0,0,0,0,0,0,0,0,0
1055.4,7.12,0,0,0,0,19.92,0,0,0,0,0,0,0,0,0,0,0,0
1057.22,7.12,0,0,0,0,19.92,0,0,0,0,0,0,0,0,0,0,0,0
1059.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1060.86,0,0,0,0,2.83,0,0,0,0,0,0,0,0,0,0,0,0,0
1062.68,11.26,12.39,0,4.38,2.83,8.44,0,0,0,0,0,0,0,0,0,0,0,0
1064.5,12.59,12.39,0,4.38,2.83,8.44,0,0,0,0,0,0,0,0,0,0,0,0
1066.32,12.59,28.72,0,4.38,12.57,8.44,0,0,0,0,0,0,0,0,0,0,0,0
1068.14,1.33,16.33,0,0,25.77,0,0,0,0,0,0,0,0,0,0,0,0,0
1069.96,11.8,16.33,0,0,25.77,0,0,0,0,0,0,0,0,0,0,0,0,0
1071.77,11.8,0,0,0,13.2,0,0,0,0,0,0,0,0,0,0,0,0,0
1073.59,20.36,0,11.07,7.24,7.12,15.3,0,0,0,0,0,0,0,0,0,0,0,0
1075.4,8.56,0,11.07,7.24,7.12,15.3,0,0,0,0,0,0,0,0,0,0,0,0
1077.21,8.56,0,11.07,7.24,7.12,15.3,0,0,0,0,0,0,0,0,0,0,0,0
1079.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1080.83,0,0,0,7.96,1.53,0,0,0,0,0,0,0,0,0,0,0,0,0
1082.64,0,0,0,7.96,1.53,0,0,0,0,0,0,0,0,0,0,0,0,0
1084.45,0,0,0,7.96,1.53,0,0,0,0,0,0,0,0,0,0,0,0,0
1086.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1088.06,0,8.02,0,0,1.58,4.7,0,0,0,0,0,0,0,0,0,0,0,0
1089.87,0,8.02,0,0,1.58,4.7,0,0,0,0,0,0,0,0,0,0,0,0
1091.67,1.88,13.84,0,0,1.58,4.7,0,0,0,0,0,0,0,0,0,0,0,0
1093.48,1.88,5.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1095.28,1.88,5.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1097.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1098.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1100.68,0,0,0,0.13,0,17.17,0,0,0,0,0,0,0,0,0,0,0,0
1102.48,0,0,6.14,0.13,0,17.17,0,0,0,0,0,0,0,0,0,0,0,0
1104.27,0,0,11.73,0.13,0.56,21.79,0,0,0,0,0,0,0,0,0,0,0,0
1106.07,0,0,11.73,0,0.56,4.62,0,0,0,0,0,0,0,0,0,0,0,0
1107.86,0,0,5.59,0,12.17,4.62,0,0,0,0,0,0,0,0,0,0,0,0
1109.66,0,0,0,0,17.3,0,0,0,0,0,0,0,0,0,0,0,0,0
1111.45,8.47,0,0,0,19.96,0,0,0,0,0,0,0,0,0,0,0,0,0
1113.24,8.47,0,1.03,0,8.36,0,0,0,0,0,0,0,0,0,0,0,0,0
1115.03,8.47,0,1.03,0,2.67,0,0,0,0,0,0,0,0,0,0,0,0,0
1116.82,0,4.43,1.03,0.71,0,0,0,0,0,0,4.42,6.07,3.65,0,0,0,0,0
1118.61,0,4.43,0,7.86,8.53,13.86,0,0,0,0,5.7,6.07,3.65,0,0,0,0.73,3.99
1120.4,0,4.43,0,7.86,8.61,13.86,0,0,0,0,5.7,6.07,7.85,0,0,0,0.73,7.19
1122.19,0,0,7.87,7.15,8.61,40.38,0,0,0,0,21.31,5.14,4.2,0,0,0,13.23,7.19
1123.97,0,0,7.87,0,0.09,27.28,0,0,0,0,20.03,6.66,4.2,0,0,0,12.49,3.2
1125.76,0,0,7.87,4.06,0,27.28,0,0,0,0,20.03,8.56,0,0,0,0,12.49,0
1127.54,0,2.35,0,15.25,0,9.99,0,0,0,0,3.96,3.42,0,0,0,0,0,0
1129.33,0,2.35,0,15.25,0,9.23,0,0,0,8.3,3.96,1.91,9.86,0,0,0,0,0
1131.11,0,2.35,0,11.19,0,9.23,0,0,0,8.3,3.96,0,9.86,0,0,0,0,0
1132.89,0,0,0,11.06,1.16,0,0,0,0,8.3,0,0,9.86,0,0,0,0,0
1134.67,14.11,0,0,11.06,1.16,1.36,0,0,0,0,3.49,7.44,0,0,0,0,0,0
1136.45,14.11,0,0,11.06,1.16,1.36,0,0,0,0,3.49,9.45,0,0,0,0,0,0
1138.23,27.91,0,0,0,0,7.04,0,0,0,13.79,3.49,30.46,0,0,0,0,0,0
1140,13.8,8.42,0,14.91,0,5.68,0,0,0,27.69,22.3,26.06,0,0,0,3.46,0,0
