wavenumber,PMMA1ppm-1,PMMA1ppm-2,PMMA1ppm-3,PMMA5ppm-1,PMMA5ppm-2,PMMA5ppm-3,PMMA10ppm-1,PMMA10ppm-2,PMMA10ppm-3,PMMA50ppm-1,PMMA50ppm-2,PMMA50ppm-3,PMMA100ppm-1,PMMA100ppm-2,PMMA100ppm-3,PMMA200ppm-1,PMMA200ppm-2,PMMA200ppm-3
1141.78,13.8,8.42,2.08,14.91,0,20.69,0,0,0,40.48,33.48,43.58,4.4,0,0,3.46,0,6.71
1143.55,9.78,8.42,2.08,14.91,0,15.02,0,0,0,60.61,45.45,36.79,4.4,0,0.94,3.46,0,6.71
1145.33,9.78,0,4.47,0,0,15.02,0,0,0,68.88,36.02,48.82,4.4,0,0.94,0,9.75,6.71
1147.1,9.78,0,2.39,0,0,0,0,0,0,81.96,40.07,33.98,0,0,0.94,0,9.75,0
1148.87,0,0,12.55,0,0,5.64,0,0,0,62.85,29.59,19.75,1.61,0,0,0.17,9.75,2.4
1150.64,0,19.3,25.51,2.9,1.74,5.64,0,0,0,40.68,28.59,4.68,1.61,0,0,0.17,0,4.86
1152.41,1.07,19.3,25.51,2.9,1.74,5.64,0,0,0,14.81,14.95,0,1.61,0,0,0.17,0,4.86
1154.18,8.88,19.3,15.34,2.9,3.13,0,0,0,0,7.68,13.46,0,0,0,0,2.26,0,9.73
1155.95,11.11,0,0,0,1.39,0,0,0,0,17.12,5.67,9.49,0,3.65,0,2.26,0,19.97
1157.72,10.04,4.31,0,8.4,1.39,0,0,0,0,17.12,16.23,29.66,0,3.65,0,12.63,0,19.97
1159.48,2.23,4.31,0,8.4,0,0,0,0,0,9.44,16.23,29.66,0,3.65,0,10.37,0,12.7
1161.25,0,4.31,0,8.4,0.74,0,0,0,0,0,24.97,25.51,0,0,0,10.37,0,0
1163.01,0,0,0,0,0.74,0,0,0,0,8.46,19.52,5.34,0,0,0,1.5,5.98,5.71
1164.77,0,0,0,0,0.74,0,0,0,0,9.72,34.02,29.88,0,14.06,0,1.5,5.98,15.23
1166.54,0,0,0,0,0,0,0,0,0,9.72,21.21,24.54,0,14.06,0,1.5,5.98,15.23
1168.3,0,6.8,0,0,0,0,0,0,0,1.27,14.5,24.54,0,14.06,0,0,0.41,9.52
1170.06,0,6.8,0,0,0,0,0,0,0,0,0,8.09,0,0,0,0,0.41,0
1171.81,0,6.8,0,0,0,0,0,0,0,0,0,8.09,0,0,0,0,0.41,1.96
1173.57,0,0,0,0,5.63,0,0,0,0,16.46,0,15.71,0,0,0,0,0,1.96
1175.33,0,0,0,0,5.63,0,0,0,0,16.46,4.59,7.8,0,0,0,0,0,1.96
1177.08,0,0,0,0,5.63,0,0,0,0,16.46,18.28,7.8,0,0,0,0,21,0
1178.84,0,0,0.62,0,4.02,0,0,0,0,0,40.39,7.72,0,0,0,0,22.43,0
1180.59,0.74,0,0.62,0,4.02,8.97,0,0,0,20.66,40.57,19.33,0,0,0,7.98,25.19,0
1182.34,0.74,2.99,0.62,0,4.02,8.97,0,0,0,36.79,46.11,32.5,3.54,0,0,13.71,17.08,3.68
1184.1,18.95,6.17,0,0,0,8.97,0,0,0,47.62,24,48.06,3.54,0,0,13.71,20.55,3.68
1185.85,18.21,6.17,0,0,0,0,0,0,0,26.96,19.23,36.27,3.54,0,0,5.73,17.79,3.68
1187.6,22.92,3.18,0,12.95,0,0,0,0,0,10.83,0,23.1,0,0,0,0,4.9,0
1189.35,4.71,0,0,12.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1191.09,4.71,0,0,12.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1192.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1194.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1196.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1198.07,0,0,0,0,0,2.39,0,0,0,0,0,0,0,0,0,0,0,0
1199.82,0,0,0,0,0,2.39,0,0,0,0,0,0,0,0,0,0,0,0
1201.56,9.96,0,0,0,5.36,9.12,0,0,0,0,0,0,0,0,0,0,0,0
1203.3,9.96,0,0,9.75,5.36,6.73,0,0,0,0,0,0,0,0,0,0,0,0
1205.04,9.96,12.27,0,19.85,5.36,15.93,0,0,0,8.19,8.42,0,0,0,0,0,0,0
1206.78,0,12.27,0,20.18,0,14.98,0,0,0,8.19,8.42,0,0,0,0,0,9.66,0
1208.51,0,12.27,0,10.43,0,14.98,0,0,0,8.19,8.42,0,0,0,0,0,9.66,0
1210.25,0,0,0,0.34,0,5.78,0,0,0,0,0,0,0,0,0,0,9.66,0
1211.98,0,0,0,1.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1213.72,8.75,1.45,5.09,7.54,21.47,0,0,0,0,0,0,0,0,0,12.15,0,0,0
1215.45,8.75,1.45,5.09,7.54,21.47,1.84,0,0,0,4.74,2.52,0,0,0,12.15,0,0,0
1217.19,10.31,1.45,5.09,5.68,25.26,1.84,0,2.23,0,5.47,2.52,0,0,0,12.15,0,0,0
1218.92,1.56,5.92,0,0,3.79,1.84,0,2.23,0,5.47,2.52,0,0,0,0,0,0,0
1220.65,17.86,7.6,22.65,23.87,17.81,0,0,2.23,4.68,10.48,4.82,0,0,6.71,0,2.69,23.1,4.06
1222.38,40.68,10.72,22.65,28.58,38.22,6.51,0,6.23,4.68,9.75,18.3,0,16.28,6.71,0,2.69,23.1,4.06
1224.1,40.68,4.79,22.65,28.58,39.38,6.51,0,6.23,4.68,9.75,19.69,0.08,16.28,6.71,0,2.69,23.1,4.06
1225.83,28.1,3.11,0,4.88,34.71,6.51,0,6.23,0,0,14.88,0.08,16.28,0,0,0,0,0
1227.56,3.71,13.44,2.75,0.18,10.51,0,0,0,0,0,1.39,0.08,0,0,0,0,9.8,0
1229.28,3.71,13.44,2.75,0.18,9.35,18.91,0,0,0,0,0,0,0,0,0,0,9.8,0
1231.01,7.51,31.36,2.75,4.52,13.71,28.91,0,0,0,0,3.87,3.57,0,12.55,6.77,9.87,9.8,10.44
1232.73,22.6,22.08,7.47,20.01,32.07,47.55,0,0,0,0,3.87,8.67,14.97,44.07,19.83,13.99,12.02,28.82
1234.45,22.6,22.08,7.47,20.01,40.64,43.48,0,0,0,10.09,3.87,13.2,16.12,44.07,33.08,13.99,30.54,56.38
1236.18,24.23,4.16,7.47,30.84,49.16,50.65,0,0,0,10.09,16.08,9.63,47.68,51.65,55.98,22.75,43.45,70.23
1237.9,14.87,2.15,1.79,24.35,44.02,46.5,0,0,0,10.09,19.24,20.73,54.69,28.37,74.69,21.65,33.75,74.23
1239.61,29.21,14.56,12.52,50.67,53.67,51.14,6.62,9.11,9.28,20.3,19.24,20.63,93.49,41.61,114.53,41.61,30.52,68.36
1241.33,26.89,24.14,12.52,35.33,37.89,33.97,6.62,9.11,9.28,20.3,5.2,20.63,79.11,61.6,104.18,42.11,34.76,45.96
1243.05,22.92,21.99,11.23,47.21,24.67,19.49,6.62,9.11,9.28,20.3,6.51,4.44,58.41,78.61,97.18,39.1,37.69,27.58
1244.77,8.59,9.57,6.84,30.99,8.14,11.61,0,0,0,0,6.51,2.42,18.45,78.87,49.42,31.21,43.86,5.9
1246.48,1.76,0,6.84,30.99,16.06,11.61,0,0,0,0,4.48,2.42,1.35,81.81,32.02,17.34,55.39,4.79
1248.2,11.73,8.49,15.83,13.79,16.06,29.47,3.78,0,0,9.13,0,21.5,21.72,95.9,39.75,35.49,62.72,8.49
1249.91,11.73,8.49,9.48,3.69,15.79,28.19,3.78,0,0,9.13,0,22.68,32.62,87,34.42,23.42,41.26,27.1
1251.62,43.62,10.48,28.8,13.97,1.98,28.98,3.78,4.67,0,20.6,11.51,51.57,46.48,68.24,43.31,18.15,34.75,50.96
1253.33,51.31,23.17,22.49,21.81,12.79,11.12,0,7.38,0,11.48,27.86,38.46,24.83,29.73,18.44,24.82,37.49,61.4
1255.04,68.37,23.17,41.99,34.38,15.56,12.54,0,7.38,0,11.89,34.27,52.49,29.41,26.68,28.47,58.66,40.18,45.64
1256.75,55.75,29.56,22.68,31.25,19.11,20.76,0,5.33,0.26,5.93,50.58,39.55,32.67,2.37,17.67,69.2,18,36.23
1258.46,37.38,8.37,35.64,22.02,26.24,48.92,6.56,2.62,0.26,36.65,46.91,68.64,36.71,1.55,18.65,44.37,2.69,18.1
1260.17,47.9,8.37,29.85,10.36,22.05,49.93,11.65,9.17,9.48,77.63,97.82,86.3,56.57,26.79,19.54,24.48,9.85,15.24
1261.87,36.11,0,29.85,8.71,17.94,40.96,18.94,6.56,9.22,118.86,109.98,105.88,56.68,40.57,34.11,15.49,30.99,3.69
1263.58,35.45,0,16.53,6.41,19.1,12.8,12.39,23.53,25.21,151.56,141.61,107.93,64.59,77,38.37,15.49,38.43,21.35
1265.28,7.86,17.94,2.83,22.11,29.7,4.52,19.92,27.39,15.99,162.84,114.82,113.89,70.08,77.53,35.22,23.22,28.58,21.35
1266.99,0.38,21.23,2.83,19.61,29.7,4.48,12.63,33.14,15.99,158.59,120.5,108,54.03,63.76,26.53,21.67,32.17,17.66
1268.69,35.76,34.77,21.89,27.24,27.57,8.98,30.84,26.83,3.39,153.69,122.88,122.79,76.34,54.11,51.2,44.72,46.11,20.31
1270.39,59.77,36.28,37.37,21.54,16.96,9.62,24.23,25.22,3.59,120.16,97.27,106.94,50,32.82,52.55,23.05,64.7,20.31
1272.09,66.48,88.48,49.55,25.85,27.3,32.49,38.51,26.18,28.39,96.88,74.25,95.01,81.57,62.21,100.82,54.27,50.57,59.19
1273.79,46.46,83.46,39.88,21.29,24.08,31.6,33.84,20.17,25,38.35,52.59,59.43,60.5,44.19,71.11,40.78,30.8,39.46
1275.49,31.8,77.46,41.23,30.73,34.81,58.73,52.54,28.85,40.06,44.45,62.29,47.21,69.79,69.85,94.08,59.55,37.05,41.95
1277.18,45.81,35.48,29.05,28.53,43.95,48.86,41.59,22.13,34.47,25.24,39.65,29.52,57.09,48.2,59.74,28.33,35.32,3.07
1278.88,36.4,40.07,23.31,51.22,46.66,56.57,28.04,17.48,34.47,25.24,14.63,13.19,51.42,47.57,51.9,18.77,33.71,2.49
1280.57,37.45,39.78,31.04,32.37,35.94,24.32,3.33,0,20.26,0,0,6.38,27.65,17.3,19.81,0,13.36,0
1282.27,16.72,33.85,39.65,27.26,32.79,17.49,0,0,1.05,9.42,0,6.38,12.58,34.27,10.09,15.62,14.58,0
1283.96,25.46,34.92,43.41,12.44,20.31,8.67,17.45,19.87,13.74,9.42,0,6.38,18.3,35.7,15.36,15.62,22.83,0
1285.65,34.67,51.79,44.96,31.06,43.51,28.05,32.13,30.62,35.28,9.42,3.91,14.65,38.83,51.49,36.93,26.97,40.87,21.6
1287.34,36.22,52.56,36.34,36.53,27.19,21.88,34.36,30.62,35.28,0,3.91,14.65,43.6,26.78,33.71,17.32,30.78,21.6
1289.03,27.12,42.13,26.1,25.61,49.86,23.21,18.16,10.75,22.59,0,3.91,14.65,42.94,20.17,40.74,17.32,22.53,21.6
1290.72,28.7,12.09,1.02,5.47,26.65,8.55,9.53,16.11,0,0,0,0,37.52,2.96,19.17,5.96,0,0
1292.41,40.52,22.57,19.59,11.36,29.77,14.17,16.05,29.92,14.35,0,0,4.15,27.69,2.96,12.3,9.92,7.16,8.62
1294.1,38.57,39.96,19.59,22.07,3.12,18.98,39.81,50.98,43.64,0,0.44,4.15,15.11,6.96,19.94,9.92,7.16,8.62
1295.78,21.97,51.31,57.67,22.07,9.82,14.25,44.71,40.54,51.21,0,0.44,4.15,0,12.6,24.56,9.92,7.16,8.62
1297.47,29.61,53.94,58.98,18.45,18.88,15.64,58.87,47,69.04,0,6.64,1.36,26.21,12.6,30.19,16.5,0,0
1299.15,27.93,36.92,58.98,7.74,31.42,12.03,35.93,29.39,65.12,0,6.2,1.36,26.33,6.55,15.45,18.88,0,5.2
1300.84,37.7,26.37,19.88,21.19,32.61,12.03,43.58,42.35,75.45,0,7.29,1.36,39.68,0.91,26.29,26.8,0.23,5.2
1302.52,49.94,24.6,28.46,13.49,21.25,17.34,52.59,70.35,70.8,0,13.59,3.42,40.19,9.12,33.14,21.88,2.81,14.66
1304.2,47.59,30.18,41.94,16.22,34.91,19.33,56.96,88.36,65.18,0,13.59,3.42,64.05,18.69,27.94,27.32,2.81,9.47
1305.88,66.52,54.1,70.11,17.54,49.91,36.05,89.69,106.08,71.25,7.85,12.5,3.42,84.26,42.78,24.5,36.1,26.64,31.45
1307.56,46.24,47.82,47.17,34.65,49.09,24.83,92.44,72.15,81.69,7.85,0,0,68.15,34.57,12.41,24.52,24.06,21.99
1309.24,54.46,42.78,38.14,33.66,45.44,17.82,104.23,77.58,64.14,7.85,0,0,54.74,24.09,12.41,16.71,24.75,21.99
1310.91,42.21,44.52,9.97,49.79,22.54,5.95,72.81,61.15,49.41,0,0,0,28.78,3.18,4.14,0,0.69,0
1312.59,31.08,34.72,19.19,45.04,22.54,4.86,38.15,67.52,40.47,0,0,0,30.29,3.18,3.74,4.14,0.69,0
1314.26,38.75,41.38,34.87,59.41,6.93,11.6,53.68,87.03,73.67,0,6.99,0,19.74,3.18,3.74,11.32,4.94,0
1315.94,17.72,30.06,43.49,34.46,26.36,17,56.68,99.01,75.35,0,6.99,0,12.12,1.33,10.86,12,4.94,0
1317.61,17.86,41.52,39.64,38.63,26.36,21.53,84.2,107.13,55.49,0,6.99,0,0,1.33,10.86,7.86,7.01,0
1319.28,7.67,31.33,19.51,40.14,32.56,14.79,82.15,88.38,54.77,0,0,0,0,1.53,10.86,0.79,18.65,0
1320.95,7.67,16.2,13.02,37.66,13.12,4.54,76.89,86.78,61.85,0,0,0,3.21,0.2,0,0.12,18.65,0
1322.62,5.7,1.12,2.13,21.1,13.12,0,61,92.2,78.63,0,1.28,0,17.08,2.07,4.7,0.12,16.58,4.29
1324.29,23.55,1.31,19.61,6.31,0,4.82,73.69,98.53,70.99,11.83,1.74,3,25.73,1.87,5.51,0.11,10.27,14.03
1325.96,23.55,6.57,26.27,4.31,0,11.95,106.74,79.56,101.7,11.83,1.74,3,22.52,1.87,5.51,0.11,10.27,14.03
1327.63,23.55,6.57,26.36,9.42,0.95,11.95,120.26,79.39,81.23,11.83,0.45,3,13.75,0,0.81,0.11,10.27,9.73
1329.29,0,5.26,19.49,6.58,1.77,18.09,93.36,70.47,77.33,12.91,0,0,5.1,0,0,0,0,0.54
1330.96,0,0,10.7,5.11,1.77,10.96,71.93,89.69,50.9,12.91,8.64,0,5.1,0,0,0,0,0.54
1332.62,0,0,17.19,0,4.6,11.89,78.31,93.38,79.94,17.07,8.94,0,0,15.92,0,5.46,0,0.54
1334.28,1.49,0,6.57,1.46,22.44,9.39,89.27,109.32,79.57,7.32,8.94,0,0,15.92,0,5.46,0,8.83
1335.95,4.4,0,6.57,16.69,22.44,9.39,99.59,106.95,95.22,8.74,12.79,4.49,8.58,15.92,0,5.46,5.71,10.48
1337.61,4.4,0,0,24.34,18.66,8.47,111.27,104.61,104.56,17.71,12.5,10.58,8.58,0,0,0,5.71,10.48
1339.27,2.91,0,0,22.88,0,0,112.2,78.85,110.48,18.25,12.5,10.58,8.58,0,0,0,5.71,1.65
1340.92,0,8.63,0.87,17.19,4.07,21.55,129.38,108.67,147.66,45.04,8.86,29.37,0.39,0,0,4.84,11.45,0
1342.58,0,8.63,0.87,9.53,4.07,21.77,128.02,109.96,155.3,39.63,8.86,31.3,9.85,0,0,26.7,22.28,0
1344.24,11.9,8.63,5.43,20.73,4.07,21.77,151.7,148.61,147.3,45.23,11.44,34.49,20.49,5.15,11.51,34.7,31.92,0
1345.9,11.9,14.41,17.9,11.2,0.2,25.56,139.4,136.28,131.33,18.86,16.65,30.79,29.8,7.05,21.09,31.23,20.47,0
1347.55,31.38,14.41,20.04,14.3,0.2,34.14,142.68,144.54,124.27,18.06,28.09,23,23.02,32.27,21.09,9.37,9.64,0
1349.2,19.48,25.96,15.65,5.21,0.2,34.14,118.99,136.49,132.24,18.62,25.5,19.82,19.93,34.22,9.58,11.16,1.13,0
1350.86,19.48,21.11,2.3,5.21,5.35,13.96,117.44,137.58,120.34,30.64,11.44,0.22,10.22,51.62,0.62,9.79,14.75,0
1352.51,0.99,24.81,11.49,24.69,13.49,5.16,111.02,150.14,115.25,44.46,12.5,1.05,7.54,26.4,0.62,14.12,15.78,0
1354.16,0.99,16.1,25.47,32.63,15.43,18.25,125.85,133.28,150.4,34.58,14.85,13.21,0,31.17,10.1,4.34,14.66,0
1355.81,0.99,6.53,25.47,40.59,10.09,19.09,134.38,132.78,137.58,40.33,14.85,13.21,8.15,15.96,9.48,4.34,8.98,0
1357.46,7.64,10.84,14.14,37.55,21.05,30.68,142.27,127.98,144.12,19.6,8.19,19.32,16.42,35.51,9.48,0,20.31,0
1359.1,7.64,8.01,8.37,27.5,19.11,17.59,145.07,139.42,121.58,19.6,5.84,7.16,16.42,23.65,0,0,20.31,0
1360.75,14.69,11.42,20.79,21.14,19.11,11.59,132,129.99,138.83,0,5.84,7.16,8.26,19.55,0,0,20.67,0
1362.4,7.05,3.42,23.37,1.6,0,6.13,101.86,108.82,133,0,0,0,0,0,0,0,8.31,0
1364.04,7.05,30.92,31.19,1.6,18.24,6.13,99.07,106.01,122.53,0,0,0,0,0,0,0,8.31,0
1365.69,6.76,27.51,18.77,1.6,25.75,6.13,94.42,104,101.2,0,0,0,0,0,0,0,0,0
1367.33,6.92,33.34,16.19,1.6,25.75,5.71,121.35,95.57,93.78,0,0,0,0,0,0,0,0,0
1368.97,6.92,5.83,4.71,12.73,7.51,13.91,116.64,83.16,109.39,0,0.93,0,0,0,0,0,0,0
1370.61,0.15,5.83,4.71,11.13,0,13.91,126.73,79.23,129.8,0,0.93,0,0,0,0,0,0,0
1372.25,0,0,4.71,11.13,0,18.84,142.96,109.1,147.01,4.71,0.93,0,32.72,7.12,10.95,25.02,1.48,14.28
1373.89,0,9.86,0,5.28,0,10.64,155.11,118.88,149.13,9.81,7.79,0,55.05,11.53,11.83,36.26,9.2,14.28
1375.53,15.38,9.86,0,5.28,0,10.64,169.28,143.03,146.62,9.81,12.28,0,55.05,11.53,11.83,36.26,9.2,15.75
1377.16,15.38,22.76,24.31,26.56,17.2,12.04,165.59,150.64,159.57,5.11,35.7,8.52,36.1,11.96,8.22,18.16,27.8,1.47
1378.8,15.38,12.9,24.31,21.28,17.2,12.04,154.59,139.61,134.55,0,31.73,8.69,13.78,7.55,7.33,6.92,20.08,1.47
1380.43,0,12.9,24.31,21.28,26.31,12.04,113.95,110.28,101.56,0,29.77,8.69,13.78,7.55,7.33,6.92,20.08,0
1382.07,0,0,0,0,9.11,0,71.56,79.52,75.81,0,6.34,0.17,0,0,0,0,0,0
1383.7,0,0,0,0,9.11,0,49.74,65.35,75.31,0,2.53,0,0,0,0,0,0,0
1385.33,0,0,0,0,0,0,74.51,81.42,112.72,0,2.96,0,0,0,0,0,0,0
1386.96,0,0.41,0,0,0,0,91.09,91.63,115.27,0,11.22,0,7.01,6.86,0,23.18,0,0
1388.59,0,8.47,6.87,5.32,0,0,120.13,118.98,130.28,7.31,23.57,3.27,10.01,8.38,0,23.18,14.98,1.39
1390.22,0,8.86,6.87,13.95,0,2.06,109.98,120.46,125.44,7.31,20.72,3.27,10.01,8.38,0,25.87,16.89,1.39
1391.85,0,8.45,6.87,13.95,11.3,5.88,126.52,113.97,118.95,7.31,12.46,3.27,3,1.52,0,2.7,16.89,1.39
1393.47,0,13.2,0,16.3,11.3,24.34,117.52,124.28,113.93,7.04,0.11,0,0,0,0,2.7,1.91,0
1395.1,0.54,22.63,7.33,7.68,11.3,22.27,124,112.73,105.04,7.04,0,0,0,0,0,0,0,0
1396.72,27.65,24.67,7.33,27.86,0,18.46,99.06,117.09,85.4,7.04,0,0,0,0,0,0,0,0
1398.35,50.21,11.85,7.33,20.19,22.54,12.4,91.7,110.7,79.35,0,0,0,0,0,0,0,0,0
1399.97,49.67,2.04,17.48,43.56,22.54,12.4,67.14,107.77,68.76,0,0,0,0,0,0,0,0,0
1401.59,22.56,0,17.48,23.37,22.54,12.4,51.83,93.43,84.75,0,0,0,0,0,0,0,0,0
1403.21,0,0,18.22,23.37,0,0,32.1,52.36,63.65,0,0,0,0,0,0,0,0,0
1404.83,0,0,0.74,0,2.7,0,60.17,44.74,44.69,0,0,0,0,0,0,0,0,0
1406.45,0,0,0.74,6.21,3.51,0,77.93,42.47,42.42,0,0,0,0,0,0,0,0,0
1408.07,0.79,0,0,14.2,11.08,0,79.95,55.75,54.4,0,3.58,0,0,0,0,0,0,0
1409.68,0.79,0,0,23.51,8.38,8.79,60.09,59.87,71.18,0,3.58,0,0,0,0,0,0,0
1411.3,0.79,0,0,19.39,7.58,20.35,56.93,66.67,79.31,0,3.58,0,0,0,0,0,0,0
1412.91,0,0,0,11.41,0,20.35,46.9,71.61,88.25,0,0,0,0,0,0,0,0,0
1414.53,0,0,0,2.09,0,12.8,44.79,74.8,101.43,0,0,0,0,0,0,0,0,0
1416.14,0,0,0,3.54,0,1.24,64.81,75.79,91.08,0,0,0,0,0,0,9.57,3.88,6.17
1417.75,0,0,0,3.54,0,1.24,88.41,83.03,87.98,0,0,16.81,0,0,0,9.57,3.88,6.17
1419.36,0,0.57,0,3.54,0,0,111.37,87.95,81.57,8.64,5.32,16.81,0,0,0,9.57,3.88,15.5
1420.97,0,0.57,0,0,0,0,85.14,67.68,82.96,12.39,5.32,16.81,0,0,0,0,0,9.33
1422.58,0,0.57,0,4.81,2.05,0,90.92,77.44,77.37,40.49,15.02,9.18,22.9,0,16.41,2.3,7.96,12.05
1424.19,0,0,0,9.4,2.57,0,85.06,85.55,89.14,58.19,38.93,33.82,39.53,5.4,25.22,19.92,15.92,43.48
1425.79,0,0,0,9.4,6.32,0,95.57,93.68,110.93,54.43,51.92,52.49,48.13,40.78,40.98,51.09,54.1,68.83
1427.4,1.77,0,0,14.12,19.7,5.02,98.53,92.95,131.86,58.27,93.31,83.68,71.12,76.8,67.64,94.86,90.22,112.71
1429,1.77,0,0,9.52,19.18,5.95,84.53,75.24,120.47,63.78,99.04,99.55,84.46,104.16,100.3,130.63,131.34,111.94
1430.61,6.77,9.15,0,24.2,15.43,13.8,83.77,97.11,93,105.33,127.68,124.33,132.37,111.77,135.86,161.96,142.35,143.4
1432.21,12.07,9.15,6.27,15.72,0,20.99,66.25,99.56,80.11,113.32,131.88,133.34,121.84,139.27,136.65,204.19,175.59,190.75
1433.81,12.07,9.15,6.27,16.12,6.3,20.06,71.65,91.93,91.79,130.54,139.99,146.26,153.21,156.66,159.01,222.32,201.07,230.67
1435.41,21.72,0,6.27,13.31,7.41,12.25,76.4,85.31,107.84,147.11,164.44,157.52,178.92,195.07,169.71,256.45,227.55,260.92
1437.01,22.04,0,11.61,21.17,7.41,12.46,94.96,57.17,98.68,153.81,158.36,170.24,235.08,227.27,204.53,255.04,258.14,269.97
1438.61,22.04,13.47,11.61,40.27,11.49,20.13,111.53,81.38,97.54,186.18,206.95,198.64,266.59,271.47,253.36,289.63,306.74,298.35
1440.2,7.39,13.47,13.27,31.58,10.39,21.45,110.14,74.94,91.1,211.9,229.88,234.39,266.11,302.69,293.2,300.89,352.35,340.4
1441.8,12.85,25.09,13.73,34.91,15.84,16.78,91.43,101.53,107.67,269.3,273.5,266.15,284.64,321.24,334.38,337.82,401.97,384.8
1443.4,23.89,11.62,14.01,30.46,7.38,20.01,65.63,88.7,85.5,271.94,286.02,255.81,292.4,369.69,351.12,367.99,415.81,423.76
1444.99,44.91,26.38,22.6,35.24,19.91,20.13,58.64,89.34,69.78,313.7,321.33,271.94,351.94,377.27,386.66,413.27,440.77,460.16
1446.58,42.16,19.95,26.2,32.36,33.69,21.59,63.77,69.11,53.54,315.92,339.43,286.52,376.94,385.63,398.97,439,446.18,469.69
1448.18,34.42,34.66,25.92,22.15,48.8,29.05,67.16,57.12,53.21,342.37,340.76,324,422.5,380.55,400.52,459.96,476.14,477.11
1449.77,15.8,25.02,40.31,14.18,57.37,38.29,61.45,52.38,66.12,316.73,309.99,342.05,437.63,396.7,392.63,483.14,510.67,463.76
1451.36,29.18,22.05,33.71,20.43,54.6,61.88,50.44,58,75.38,319.76,323.57,323.44,425.77,433.2,400.09,488.67,514.87,475.74
1452.95,46.8,23.31,51.54,36.9,49.73,55.69,65.55,78.08,85.11,316.25,335.28,344.96,426.36,448.81,420.66,489.97,523.52,483.51
1454.53,66.42,28.91,55.84,53.92,47.53,52.51,82.36,84.85,79.2,324.75,344.66,343.16,410.95,455.1,451.91,472.62,517.85,504.29
1456.12,64.15,44.29,58.59,42.85,49.12,36.44,109.41,100.53,74.53,320.82,344.27,372.93,422.44,437.29,461.72,452.82,512.06,522.63
1457.71,56.23,28.32,54.34,21.54,41.04,32.37,93.93,82.35,58,314.68,349.34,341.16,400.06,426.26,439.31,419.81,480.39,516.08
1459.29,39.98,17.59,34.43,4.52,22.15,25.32,84.03,83.74,58.37,302.44,356.31,332.61,380.23,414.13,413.47,391.02,446.28,492.43
1460.88,51.29,15.88,26.42,17.02,31.97,31.48,85.04,70.72,67.99,284.76,338.51,313.31,368.97,412.89,411.2,399.46,438.4,441.67
1462.46,42.05,20.98,20.86,17.02,27.87,23.38,89.62,65.6,80.18,268.65,301.62,311.9,366.6,380.22,405.15,410.46,413.74,413.47
1464.04,53.92,47.62,25.08,17.02,41.74,43.11,87.12,69.39,100.29,262.78,275.29,291.73,353.47,377.11,403.33,404.02,402.31,411.16
1465.62,24.36,58.7,56.52,24.31,27.68,55.74,84.41,99.32,103.86,268.03,266.41,285.35,359.79,375.11,375.63,387.36,373.99,410.97
