wavenumber,PS_PMMA-50ppm-3,PS_PMMA-50ppm-2,PS_PMMA-50ppm-1,PS_PMMA-100ppm-1,PS_PMMA-100ppm-2,PS_PMMA-100ppm-3,PS_PMMA-200ppm-1,PS_PMMA-200ppm-2,PS_PMMA-200ppm-3
498.72,0,0,0,0,0,0,0,0,0
500.83,0,0,0,0,0,0,0,0,0
502.93,0,0,0,0,0,0,0,0,0
505.04,0,0,0,0,0,0,0,0,0
507.15,0,0,0,0,0,0,0,0,0
509.25,0,0,0,0,0,0,0,0,0
511.36,0,0,0,0,0,0,0,0,0
513.46,0,0,0,0,0,0,0,0,0
515.56,0,0,0,0,0,0,0,0,0
517.66,0,0,0,0,0,0,0,0,0
519.77,0,0,0,0,0,0,0,0,0
521.86,0,0,0,0,0,0,0,0,0
523.96,0,0,0,0,0,0,0,0,0
526.06,0,0,0,0,0,0,0,0,0
528.16,0,0,0,0,0,0,0,0,0
530.25,0,0,0,0,0,0,0,0,0
532.35,0,0,0,0,0,0,0,0,0
534.44,0,0,0,0,0,0,0,0,0
536.53,0,0,0,0,0,0,0,0,0
538.62,0,0,0,0,0,0,0,0,0
540.71,0,0,0,0,0,0,0,0,0
542.8,0,0,0,0,0,0,0,0,0
544.89,43.72,24.13,8.14,0,9.21,16.92,0,0,0
546.98,117.01,99.22,65.97,67.15,78.83,103.3,0,0,0
549.06,204.09,198.5,151.72,142.57,183.43,181.37,0,40.99,18.37
551.15,240.91,271.15,228.24,260.6,298.5,286.56,24.78,70.36,54.97
553.23,228.73,254.14,250.75,278.56,334.63,295.82,24.78,70.36,54.97
555.32,176.77,177.01,181.48,231.46,265.04,269.35,24.78,29.37,36.59
557.4,108.58,97.32,117.3,132.53,140.76,155.37,0,0,0
559.48,47.47,42.84,41.34,48.55,35.01,59.74,0,0,0
561.56,25.27,20.7,42.15,20.23,11.69,8.14,0,0,0
563.64,23.74,56.32,49.95,34.12,33.6,36.3,0,0,0
565.72,50.44,70.71,68.19,63.84,59.74,51.54,0,0,0
567.8,37.52,70.71,50.9,63.84,48.05,51.54,0,0,0
569.87,26.71,41.65,22.62,30.84,26.14,15.24,0,0,0
571.95,0,23.65,0,0,0,0,0,0,0
574.02,0,23.65,0,0,0,0,0,0,0
576.09,0,0,0,0,0,0,0,0,0
578.17,0,0,0,0,0,0,0,0,0
580.24,0,0,0,0,0,0,0,0,0
582.31,0,0,0,0,0,0,0,0,0
584.38,0,0,0,0,0,0,0,0,0
586.45,0,0,0,0,0,0,0,0,0
588.51,0,0,0,0,0,0,0,0,0
590.58,0,0,0,0,0,0,0,0,0
592.64,0,0,0,0,0,0,0,0,0
594.71,0,0,0,0,0,0,0,0,0
596.77,28.83,16.85,17.21,60.22,43.94,15.39,0,0,0
598.83,38.49,55.24,51.02,113.74,87.57,67.16,0,8.35,10.19
600.89,75.44,82.63,61.19,161.36,162.01,124.42,0,8.35,16.13
602.95,59.71,96.04,78.73,156.4,186.21,170.33,0,8.35,16.13
605.01,51.31,57.64,44.93,123.46,154.74,118.9,0,0,5.94
607.07,38.34,62.8,67.87,111.29,147.71,125.92,0,7.85,0
609.13,84.68,106.95,112.14,144.78,166.02,172.27,23.29,52.47,86.57
611.18,171.9,183.76,204.94,233.83,306.89,322.18,100.6,147.49,188.58
613.24,286.33,271.65,291.95,364.11,408.3,446.63,250.9,263.33,345.97
615.29,349.86,322.63,323.72,445.82,492.83,523.52,378.95,397.78,437.52
617.35,363.03,366.27,333.13,513.19,503.34,547.74,459.83,447.06,501.53
619.4,333.52,362.22,321.53,496.21,497.52,502.61,433.2,444.83,502.99
621.45,291,327.49,294.58,435.57,428.02,439.47,362.39,359.07,432.9
623.5,215.35,235.63,230.83,270.8,289.06,287.88,228.28,232.67,293.46
625.55,106.46,119.24,122.3,132.01,126.05,149.27,104.61,111.22,134.62
627.6,26.01,28.59,38.47,22.19,24.59,29.64,24.09,17.9,26.58
629.64,0,23.23,9.21,23.93,11.14,31.22,0,1.11,8.31
631.69,0,28.7,56.37,33.98,51.05,64.45,0,1.29,35.96
633.73,55.93,55.74,102.46,74.04,109.72,119.99,19.42,38.58,101.3
635.78,95.93,55,117.14,113.39,167.88,148.17,74.2,77.45,171.25
637.82,175.34,138.13,157.04,216.27,225.25,228.23,204.37,192.65,289.83
639.86,208.55,206.79,191.46,298.35,302.48,291.47,331.87,295.15,367.36
641.9,269.64,284.33,260.09,373.96,372.24,369.92,404.01,399.97,460.17
643.94,264.71,277.17,245.37,364.88,379.64,342.01,382.57,413.54,455.69
645.98,207.09,223.67,186.96,291.77,275.02,275.06,310.88,316.51,375.93
648.02,106,123.65,94.42,162.84,135.95,143.98,183.95,171.71,204.85
650.06,31.52,42.2,22.1,49.03,31.27,53.63,75.23,42.77,63.1
652.09,0,0,0,0,0,0,0,0,0
654.13,0,0,0,0,0,0,0,0,0
656.16,0,0,0,0,0,0,0,0,0
658.2,0,0,0,0,0,0,0,0,0
660.23,0,0,0,0,0,0,0,0,0
662.26,0,0,0,0,0,0,0,0,18.68
664.29,0,8.67,0,21.1,27.83,0,24.2,19.36,63.65
666.32,46.1,46.8,34.65,66.41,100.24,55.48,101.83,99.47,154.15
668.34,50.51,55.95,50.68,98.8,115.46,65.42,162.79,142.89,180.37
670.37,50.51,47.28,50.68,77.7,87.64,65.42,138.59,123.53,135.39
672.4,4.41,9.15,16.02,32.39,15.22,9.95,60.96,43.42,44.9
674.42,0,0,0,0,0,0,0,21.27,6.64
676.45,0,0,16.11,0.89,0,7.69,40.96,45.97,49.77
678.47,6.53,0,16.11,0.89,13.68,8.44,63.58,52.33,93.62
680.49,6.53,0,16.11,0.89,13.68,8.44,63.58,31.06,86.97
682.51,8.49,0,0,0,13.68,0.75,49.14,23.9,70.95
684.53,46.29,34,42.41,57.48,66.11,46.86,121.79,111.5,143.68
686.55,85.98,96.39,83.91,130.35,128.65,123.16,238.83,212.21,280.68
688.57,101.07,99.17,88.82,149.58,162.96,173.56,269.78,277.45,363.66
690.58,77.14,108.34,58.39,120.68,118.91,154.85,268.05,277.99,328.59
692.6,37.45,45.94,16.89,59.07,60.14,94.75,214.62,228.17,267.48
694.61,20.4,43.16,11.98,39.83,25.84,44.36,161.93,145.4,179.43
696.63,0,0,0,11.25,3.78,16.21,83.22,55.63,131.32
698.64,36.4,47.95,20.87,25.81,20.86,30.63,117.02,78.04,158.71
700.65,84.67,96.15,87.66,109.76,107.26,122.14,272.89,210.89,320.83
702.66,142.37,146.45,150.26,226.74,191.75,207.41,414.16,341.77,440.32
704.67,145.3,152.14,152.02,229.47,221.34,232.34,415.16,376.72,473.86
706.68,134.99,124.59,102.87,205.25,162.31,176.66,377.89,334.05,395.77
708.69,109.55,111.57,72.25,170.86,133.12,134.82,348.79,312.55,360.5
710.69,104.87,62.31,49.63,202.86,127.32,108.36,354.4,292.77,336.93
712.7,66.9,41.67,31.98,143.13,104.79,93.51,311.95,247.6,327.29
714.7,34.65,4.38,0,60.53,49.5,50.09,237.55,178.14,279.01
716.71,8.24,3.39,0,13.69,4.85,20.99,199.97,150.83,242.54
718.71,8.24,3.39,0,13.69,0,0,160.1,133.9,213.76
720.71,32.11,6.13,8.56,49.32,20.07,36.56,190.04,210.78,244.78
722.71,82.09,52.53,68.2,131.74,109.7,134.69,274.35,303.7,352.82
724.71,171.21,128.25,153.79,267.22,227.43,248.25,437.47,463.1,502.99
726.71,219.15,193.94,209.55,351.85,322.28,313.78,529.96,528.85,601.18
728.71,200.41,195.62,194.95,324.09,308.4,301.59,532.69,500.19,561.94
730.7,154.87,158.82,134.22,288.16,230.68,238.23,491.89,450.33,471.82
732.7,87.2,105.23,88.36,212.39,143.79,176.69,416.55,332.94,406.49
734.69,68.95,70.74,59.93,173.33,111.29,139.21,375.57,302.9,372.49
736.69,31.69,41.22,46.81,133.21,91.39,119.33,314.16,271.76,347.06
738.68,40.07,54.68,50.34,110.36,72.76,126.06,304.32,285.86,319.19
740.67,39.33,63.68,58.4,102.34,86.63,121.95,297.6,303.42,333.76
742.66,49.79,69.22,78.01,110.47,129.66,150.67,325,284.1,364.78
744.65,52.45,64.3,73.14,139.09,179.84,148.89,358.52,325.56,362.57
746.64,63.32,60.24,69.15,165.88,200.52,171.93,405.48,357.14,361.13
748.63,103.06,101.39,87.36,199.82,229.37,213.8,463.23,454.17,416.13
750.61,147.56,126.97,134.34,276.14,286.92,267.72,563.64,522.87,530.13
752.6,197.26,195.75,189.18,373.95,364.64,334.47,660.17,608.01,655.56
754.58,218.84,244.06,205.89,394.59,420.85,345.04,692.13,659.92,708.42
756.57,237.95,266.92,231.48,419.05,458.21,398.78,701.2,700.28,728.04
758.55,229.83,236.2,219.83,401.22,449.3,370.9,690.59,664.29,712.99
760.53,250.13,228.58,255.6,419.1,451.09,420.73,714.64,691.96,731.25
762.51,240.3,244.49,256.24,441.15,419.05,406.39,736.13,725.07,771.6
764.49,258.35,285.61,279.43,473.35,408.5,469.21,742.71,792.28,761.05
766.47,262.61,260.94,272.48,481.37,414.1,439.52,731.05,775.91,755.58
768.45,279.84,240.25,274.86,447.99,438.98,459.77,731.27,739.42,689.65
770.42,288.51,210.65,280.99,421.99,443.9,417.74,751.47,698.92,716.04
772.4,262.71,229.26,263,416.15,443.65,445.54,768.09,659.51,719.17
774.37,258.24,270.19,281.32,447.91,470.67,435.6,758.92,704.63,777.5
776.34,251.75,255.1,263.63,441.27,475.63,475.94,771.61,728.95,784.69
778.32,275.46,245.88,257.15,452.13,440.08,451.43,755.05,755.37,791.63
780.29,301.27,246.76,243.76,457.36,401.58,472.31,758.14,740.76,795.55
782.26,313.96,286.18,265.57,504.08,439.56,499.02,755.64,743.23,816.54
784.23,325.08,310.03,301.82,548.84,493.27,511.11,816.79,795.68,841.84
786.2,336.95,313.98,292.17,578.99,521.02,527.58,846.9,814.44,843.77
788.16,350.15,330.91,304.16,607.74,537.37,533.99,860.87,855.72,869.55
790.13,356.23,328.05,306.7,610.64,569.55,586.56,864.92,864.75,869.42
792.09,356.17,317.06,334.78,591.37,583.23,577.63,883.38,869.2,880.69
794.06,329.55,308.17,334.96,550.15,543.62,558.41,868.48,863.61,864.26
796.02,291.81,281.83,317.68,523.08,502.83,527.69,838.65,835.1,838.91
797.98,242.5,253.91,260.83,482.73,444.1,499.35,760.12,793.23,802.85
799.94,238.39,249.87,255.52,488.86,462.19,504.5,763.33,772.09,782.53
801.9,248.05,264.6,238.65,510.05,492.66,530.04,762.5,774.93,771.18
803.86,297.82,318.42,300.21,624.95,625.19,618.63,891.64,849.72,839.45
805.82,324.56,334.9,296.42,736.79,690.32,689.17,941.95,928.04,913.24
807.78,350.08,353.14,346.06,824.67,763.16,780.08,1003.9,991.32,1004.99
809.73,340.69,352.48,347.81,865.6,775.72,817.72,977.14,994.89,991.36
811.69,348.63,337.82,376.54,843.47,799.23,817.29,931.22,937.31,961.25
813.64,355.11,328.02,333.82,779.17,749.22,743.03,863.04,869.14,876.21
815.6,312.47,295.78,305.3,659.36,685.38,660.27,790.26,787.37,842.24
817.55,286.37,280.07,273,587.71,595.04,586.33,776.55,724.67,795.33
819.5,252.82,257.58,277.58,533.55,556.52,549.23,766.57,700.71,801.16
821.45,274.93,241.41,272.15,505,510.28,526.07,766.78,695.92,779.18
823.4,220.91,216.46,216.93,434.28,434.87,440.74,680.71,690.88,708.92
825.35,180.33,163.6,184.15,366.94,346.18,361.13,603.27,637.46,655.96
827.29,140.74,139.4,147.02,315.54,317.76,296.14,528.67,604.55,588.51
829.24,158.7,133.09,158.77,306.31,282.17,287.3,530.13,563.04,584.79
831.18,167.65,174.76,161.52,336.34,325.2,334.08,579.44,574.38,589.58
833.13,176.81,174.98,193.48,338.55,295.05,352.03,594.81,573.45,603.11
835.07,173.3,158.86,191.09,343.36,349.52,359.59,591.36,592.7,614.15
837.01,185.56,171.17,199.48,354.88,357.71,357.54,613.19,604.57,607.81
838.95,173.59,184.92,160.3,351.47,351.95,335.54,614.98,601.4,594.1
840.89,173.94,207.33,164.79,329.66,333.14,334.82,623.61,584.73,585.9
842.83,135.96,151.73,125.59,287.13,290.93,278.72,553.42,557.58,580.87
844.77,124.63,122.46,128.06,262.21,286.68,274.23,538.4,512.28,572.69
846.71,123.3,117.18,118.19,292.9,292.37,281.03,525.88,508.82,543.03
848.64,170.29,159.23,167.98,312.53,313.67,309.1,536.55,529.53,536.54
850.58,194.06,192.05,176.55,342.89,322.7,341.23,561.49,558.2,582.67
852.51,175.6,177.31,181.88,339.63,311.12,322.09,558.06,571.16,583.77
854.44,139.02,152.12,146.77,298.22,280.04,293.46,548.69,515.19,562.59
856.37,105.89,122.7,117.76,279.19,288.02,245.88,506.28,494.17,496.71
858.31,99.41,121.61,111.74,266.78,269.62,257.93,495.37,465.67,505.68
860.24,118.71,125.96,123.51,267.09,271.61,264.03,474.42,458.78,490.93
862.16,130.12,132.42,141.37,275.79,255.67,274.53,484.75,481.86,503.48
864.09,156.3,158.32,144.68,277.89,275.45,279.43,504.38,492.56,487.32
866.02,157.59,149.32,133.43,285.38,264.29,279.73,486.62,505.21,508.12
867.94,154.76,147.88,127.07,285.05,264.31,271.2,475.93,458.26,479.33
869.87,143.6,126.77,92.03,245.66,233.28,252.96,439.08,428.17,435.71
871.79,106.99,108.21,61.89,214.11,215.75,239.56,415.96,398.8,384.51
873.71,98.04,94.31,36.4,174.52,165.18,204.11,374.69,357.62,358.15
875.64,56.99,49.69,33.47,146.1,123.12,151.84,312.82,279.18,322.53
877.56,44.59,50.01,54.21,126.96,85.68,121.87,288.13,234.58,289.76
879.48,21.09,16.35,41.94,76.67,84.76,85.73,245.84,194.72,250.73
881.4,15.71,16.35,31.69,46.56,60.67,61.45,195.95,186.6,215.45
883.31,2.94,0,0,17.84,34.56,16.01,141.02,110.11,124.46
885.23,0,0,0,10.87,0,5.08,89.38,83.91,88.77
887.14,0,0,1.06,2.59,0,3.45,82.47,83.45,92.82
889.06,0,0,1.06,1.07,0,15.66,55.42,100.84,121.4
890.97,0,8.51,16.42,8.94,23.54,33.5,71.33,111.86,166.28
892.89,0,17.86,15.36,14.37,30.77,41.97,72.86,115.85,133.12
894.8,7.15,17.86,24.15,24.29,30.77,29.76,94.24,147.35,167.82
896.71,7.15,9.36,8.78,16.42,25.35,39.82,70.15,174.05,137.04
898.62,31.08,7.35,19.1,28.47,33.11,48.73,115.79,189.82,196.68
900.52,40.91,21.77,37.73,55.38,82.3,59.8,149.51,213.33,202.41
902.43,57.52,42.15,54.81,81.87,97.1,47.09,213.97,233.59,229.88
904.34,75.58,61.26,81.67,120.59,156.2,101.34,240.28,237.04,251.88
906.24,86.99,67.37,97.2,145.93,117.6,148.88,277.45,235.35,257.07
908.15,92.84,80.6,101.85,191.35,168.4,193.17,295.26,249.29,278.24
910.05,93.03,78.5,88.5,191.74,184.51,172.77,292.25,242.43,264.61
911.95,84.33,112.85,88.61,170.53,235.69,178.43,294.88,259.21,281.95
913.86,70.75,108.31,92.82,128.07,204.95,156.85,273.81,255.96,256.6
915.76,67.07,99.67,96.93,129.46,154.73,133.46,245.83,280.12,237.35
917.66,54.83,71.14,59.83,122.6,136.92,75.14,208.15,209.6,189.4
919.55,64.94,67.29,52.39,114.7,117.08,65.47,182,164.94,183.66
921.45,28.16,79.88,52.41,84.22,122.33,58.21,170.82,135.25,158.57
923.35,46.83,75.93,83.55,90.15,103.32,69.7,170.95,164.54,169.79
925.24,44.62,66.43,68.8,98.16,96.4,56.61,150.39,173.15,156.33
927.14,42.9,48.93,51.39,83.47,75.78,32.59,103.02,116.96,140.41
929.03,23.49,34.56,41.11,78.87,71.57,16.22,57.31,120.74,95.81
930.92,30.74,28.85,37.35,49.3,59.68,1.1,46.79,68.4,48.42
932.81,30.97,18.04,44.85,48.43,35.08,14.35,76.59,63.4,41.01
934.7,37.91,50.02,41.59,27.08,43.13,60.57,65.14,72.46,63.71
936.59,33.31,67.12,54.6,43.42,34.93,95.29,95.35,68.85,102.73
938.48,35.71,67.12,37.8,48.8,44.84,82.03,81.76,75.09,91.63
940.37,22.79,36.9,16.34,50.82,35.93,64.3,84.71,32.89,49.82
942.25,6.33,14.14,14,34.48,29.8,65.66,52.31,43.69,3.63
944.14,10.54,14.14,18.34,17.16,50.29,65.66,25.69,51.02,0
946.02,22.1,18.07,33.69,13.23,60.43,36.07,31.05,42.58,0
947.91,20.44,21.45,23.17,49.84,60.43,5.49,14.66,26.11,0
949.79,50.02,45.32,37.88,81.27,42.2,28.65,22.21,42.09,42.28
951.67,74.28,69.61,60.93,98.61,39.62,68.83,32.2,29.56,43.63
953.55,99.21,89.59,93.99,97.6,39.62,105.08,32.2,29.56,43.63
955.43,69.49,78.9,101.07,101.23,27.45,97.98,42.3,0,1.35
957.31,67.68,78.45,89.71,107.74,25.71,87.43,27.5,7.81,0
959.18,44.65,56.8,89.48,99.35,73.34,99.63,27.5,19.98,24.72
961.06,67.3,59.49,104.6,89.94,116.89,143.83,31.59,55.15,24.72
962.94,53.97,43.52,98.73,71.85,119.55,140.34,21.73,75.34,24.72
964.81,92.54,47.79,86.76,57.64,91.75,87.74,21.73,63.17,0
966.68,63.18,31.92,44.26,38.41,48.2,27.47,0,28.01,0
968.55,41.78,10.32,21.01,19.42,19.83,1.34,0,0,0
970.43,0,0,0,6.43,0,0,0,0,0
972.3,0,0,0,0,0,0,0,0,0
974.16,7.65,6.58,0,0,0,0,0,0,0
976.03,11.6,22.46,22.76,8.69,9.04,0,0,0,0
977.9,60.41,55.22,53.43,16.8,25.3,32.23,0,15.08,0
979.77,94.44,95.95,84.68,63.67,82.79,70.41,17.87,32.15,27.35
981.63,151.48,135.03,118.52,123.38,128.92,121.34,28.39,87.29,34.69
983.49,165.66,159.23,140.49,168.19,172.82,154.11,48.87,109.39,54.33
985.36,188.96,166.9,175.25,225.44,224.16,200.65,122.74,169.5,58.56
987.22,178.73,203.37,215.81,240.8,235.94,267.3,146.63,189.97,110.16
989.08,182.96,230.29,221.5,257.61,260.83,265.73,197.2,217.13,148.45
990.94,206.32,273.02,243.99,264.85,264.83,253.27,223.13,262.31,218.43
992.8,259.81,311.54,247.27,344.88,361.95,292.26,356.09,351.19,332.45
994.66,341.66,425.08,364.57,516.9,553.06,457.25,546.62,546.65,530.4
996.51,519.08,599.86,539.45,756.49,782.73,740.46,859.97,852.58,849.15
998.37,767.74,830.89,801.91,1093.96,1092.63,1058.23,1299.11,1286.99,1267.06
1000.22,990.42,1013.26,996.71,1395.1,1365.19,1341.01,1714.52,1712.98,1641.89
1002.08,1049.57,1058.77,1048.32,1498.69,1470.54,1443.9,1869.28,1835.01,1823.1
1003.93,907.96,887.86,896.84,1267.18,1276.45,1258.69,1620.53,1590.19,1589.46
1005.78,648.6,615.86,614.93,849.56,868.25,848.04,1114.58,1074.52,1084.97
1007.63,332.14,330.76,318.6,399.84,427.95,405.62,535.79,531.66,483.44
1009.48,120.84,140.7,107.18,130.09,148.09,116.49,178.03,177.59,126.22
1011.33,8.46,32.9,18.65,4.82,7.55,15.96,6.98,7.47,0
1013.18,0,0,0,0,0,0,0,0,0
1015.03,0,0,0,0,0,0,0,0,0
1016.87,0,0,0,0,0,0,0,0,0
1018.72,0,0,0,0,0,0,0,0,0
1020.56,0,0,0,0,0,0,0,0,0
1022.4,0,0,0,0,0,0,0,0,0
1024.24,0,0,0,0,0,0,0,0,0
1026.08,0,0,0,0,0,0,0,0,0
1027.92,0,0,0,0,0,0,0,0,0
1029.76,0,0,0,0,0,0,0,0,0
1031.6,0,0,0,0,0,0,0,0,0
1033.44,0,0,0,0,0,0,0,0,0
1035.27,0,0,0,0,0,0,0,0,0
1037.11,0,0,0,0,0,0,0,0,0
1038.94,0,0,0,0,0,0,0,0,0
1040.77,0,0,0,0,0,0,0,0,0
