wavenumber,PE 5ppm-1,PE 5ppm-2,PE 5ppm-3,PE 10ppm-1,PE 10ppm-2,PE 10ppm-3,PE 50ppm-1,PE 50ppm-2,PE 50ppm-3,PE 100ppm-1,PE 100ppm-2,PE 100ppm-3,PE 200ppm-1,PE 200ppm-2,PE 200ppm-3
858.31,553.74,514.66,601.59,459.52,483.28,495.71,427.23,505.52,446.87,478.04,500.57,513.99,245.86,238.06,266.72
860.23,519.7,527.87,591.57,450.24,461.83,468.76,398.63,499.36,438.27,482.38,510.27,529.69,240.16,231.11,263.43
862.16,493.66,512.41,523.88,442.97,471.06,459.15,387.02,473.53,411.33,457.09,517.68,577.44,238.47,259.83,274.49
864.09,503.4,551.73,574.65,433.49,442.1,419.69,378.53,443.48,403.84,456.29,545.9,557.33,246.24,257.35,315.34
866.02,492.13,524.73,553.76,398.03,413.15,449.24,364.04,392.09,351.02,423.2,511.49,551.6,258.02,300.88,329.86
867.94,476.54,509.72,581.55,393.58,397.89,417.16,308.55,347.7,312.87,387.14,485.46,506.24,253.14,293.41,350.39
869.87,436.05,469.84,551.45,383.26,401.76,400.87,262.16,292.08,245.82,358.9,431.91,451.37,243.39,294.08,343.38
871.79,402.68,449.73,529.81,370.07,358.43,367.39,209.22,247.91,184.89,285.82,415.84,385.98,225.76,289.2,346.16
873.71,350.98,433.96,477.18,321.9,329.8,349.93,179.28,220.4,145.96,221.11,352.48,320.97,236.48,287.33,341.62
875.64,301.5,356.09,417.78,303.96,283.07,318.06,131.57,180.12,123.25,110.33,237.06,256.89,197.43,267.36,293.64
877.56,299.24,361.78,403.28,307.94,290.25,299.43,136.07,168.06,139.11,115.48,167.56,241.41,205.96,264.63,286.9
879.48,287.98,332.47,355.79,266.26,243.8,288.17,114.25,138.32,138.29,56,135.77,197.97,190.16,227.58,261.16
881.39,285.07,345.18,321.65,222.6,228.7,267.93,120.75,155.93,124.15,101.24,173.02,190.91,194.05,216.55,302.11
883.31,249.48,293.55,278.85,187.63,208.29,255.38,110.59,151.86,104.67,83.19,154.98,150.89,152.29,200.2,287.08
885.23,225.46,299.16,300.95,224.23,218.79,269.75,110.99,162.36,73.09,113.4,203.21,144.47,156.76,223.75,278.94
887.14,239.21,294.55,320.18,250.3,233.77,304.93,125.17,155.96,89.62,144.77,185.26,167.87,174.7,220.09,249.93
889.06,245.19,296.17,366.97,258.94,251.66,297.03,112.91,155.79,102.38,167.07,210.24,165.88,217.87,205.01,261.49
890.97,253.51,249.13,378.11,260.6,277.91,302.82,142.98,148.95,134.8,194.09,223.61,192.6,230.39,223.94,210.73
892.88,237.61,236.21,405.7,222.06,282.96,273.43,149.16,142.23,136.68,142.93,282.46,206.81,230.37,231.67,172.76
894.8,220.04,222.97,430.31,225.88,259.38,274.06,156.02,136.51,138.22,136.82,282.69,266.4,222.38,220.08,133.15
896.71,210.93,219.51,455.72,199.16,246.93,222.5,133.65,132.56,158.55,179.86,262.41,254.81,218.84,193.96,122.32
898.62,212.04,179.62,440.69,196.35,223.07,196.19,123.52,122.51,154.77,223.84,215.73,263.17,222.88,156.4,98.74
900.52,206.37,171.96,358.23,177.78,219.12,170.81,119.6,105.69,135.22,255.1,218.99,272.46,216.49,141.09,57.06
902.43,158.94,156.87,298.68,176.79,150.76,141.34,114.25,100.42,96.57,198.95,228.52,326.02,176.01,77.68,33.74
904.34,123.17,173.79,272.47,187.83,130.77,135.25,112.23,82.83,86.58,230.86,248.77,343.63,181.54,71.96,39.31
906.24,84.08,150.72,280.95,145.22,96.13,97.85,87.55,79.57,80.94,225.15,269.73,342.63,160.77,52.93,30.85
908.15,85.77,161.77,243.89,131.74,74.31,97.26,90.99,69.76,75.08,290.6,269.18,371.12,150.12,76.69,57.45
910.05,66.25,158.95,227.29,116.07,66.96,86.82,53.88,68.06,63,276.54,304.46,412.43,102.27,49.68,38.63
911.95,80.61,179.03,185.26,126.64,69.19,92.63,52.32,72.26,86.15,290.1,295.35,423.36,89.67,51.81,85.78
913.86,72.21,150.01,178.81,116.13,89.68,71.37,25.66,79.68,73.2,255.92,254.85,373.56,67.31,59.52,82.11
915.76,67.48,166.33,145.37,111.31,57.4,63.48,45.68,68.78,80.26,269.47,254.39,351.48,66.97,79.83,93.13
917.66,65.65,161.56,154.5,113.4,24.84,58.84,52.25,58.44,45.87,279.95,258.54,345.01,44.54,79.13,64.39
919.55,86.71,178.02,177.21,97.73,8.21,45.58,49.69,41.33,36.72,278.71,295.3,320.81,53.35,63.02,56.89
921.45,117,192.39,198.16,86.65,8.21,42.46,31.06,47.77,25.13,228.75,221.34,245.23,42.74,57.48,40.96
923.35,129.3,193.77,177.8,70.26,21.53,37.71,8.37,29.89,21.22,192.51,165.76,189.69,58.15,77.96,60.39
925.24,134.27,206.83,144.12,68.9,21.21,75.55,8.37,22.69,36.31,137.65,115.9,169.88,68.92,81.13,95.51
927.14,148.36,190.01,128.57,69.34,25.8,82.99,0,13.72,25.02,117.3,105.54,164.24,67.15,86.11,114.43
929.03,147.68,215.44,161.59,77.69,44.89,112.35,24.78,23.53,37.13,146.56,104.46,112.21,63.64,69.99,121.92
930.92,142.01,225.88,200.97,61.08,63.02,126.75,42.58,32.01,16.33,145.54,88.43,64.84,56.47,77.9,81.43
932.81,139.9,205.55,257.6,48.71,88.4,139.41,44.75,32.01,16.33,110.84,83.34,49.47,77.89,79.05,76.19
934.7,150.14,174.58,292.24,27.37,89.48,99.78,30.05,14.31,0,41.15,71.98,69.17,69.66,84.89,54.3
936.59,159.38,150.29,300.9,20.91,81.93,59.18,18.03,16.04,0,43.86,54.76,69.17,74.46,76.09,67.1
938.48,102.86,135.24,275.81,42.52,72.31,89.85,15.87,16.04,0,43.86,27.85,41.17,61.17,62.87,67.48
940.37,93.34,119.21,232.07,56.48,53.72,127.22,5.78,22.09,0,23.63,0,0,81.91,27.99,50.22
942.25,90.28,97.97,223.47,73.73,65.62,159.75,0,10.52,0,0,0,0,73.78,10.93,40.43
944.14,158.9,69.75,214.22,71.53,64.22,122.98,0,10.52,0,0,0,10.68,77.35,18.23,21.32
946.02,183.86,76.21,244.66,75.02,57.52,93.25,0,4.46,0,0,0,10.68,79.27,18.23,18.24
947.91,187.61,83.47,228.9,76.66,44.64,60.01,0,0,0,0,0,10.68,87.67,14.97,5.17
949.79,159.25,106.64,213.72,79.21,68.02,65.7,0,0,0,8.66,0,0,84.31,10.34,10.47
951.67,143.91,88.49,184.23,87.47,80.44,84.43,0,0,0,8.66,0,0,71.31,34.75,26.46
953.55,162.36,119.14,190.87,68.58,84,110.64,0,0,0,15.36,0,0,61.79,60.02,29.71
955.43,189.48,135.47,175.54,64.34,48.94,85.9,0,0,0,18.44,0,0,54.29,69.25,22.33
957.31,191.62,159.83,169.57,64.46,42.25,126.2,0,0,0,55.7,0,0.07,61.15,62.51,3.25
959.18,186.54,152.98,159.06,89.99,49.72,127.32,0,0,0,52.35,0,0.07,49.48,40.9,4.23
961.06,154.37,154.71,144.47,76.17,42.45,161.04,0,0,0,40.61,0,0.07,60.4,35.22,4.23
962.94,145.77,121.68,107.46,82.94,32.77,113.02,0,0,0,3.35,0,9.34,47.9,20.11,4.23
964.81,121.62,97.12,56.25,69.52,13.91,95.16,0,0,0,3.75,0,9.34,44.84,16.45,0
966.68,114.81,74.57,38.73,69.46,33.08,63.01,0,0,0,3.75,0,9.34,18.58,2.56,0
968.55,66.54,61.94,22.46,49.33,39.85,71.46,0,0,0,3.75,0,0,0,0,0
970.43,28.41,32.77,16.81,39,30.2,76.07,0,0,0,0,0,0,0,0,0
972.3,0.21,29.52,11.26,44.59,48.06,69.94,0,0,0,0,0,0,0,0,0
974.16,39.17,44.4,5.27,24.15,66.41,62.63,0,0,0,0,0,0,0,0,0
976.03,72.67,47.85,5.27,51.48,71.93,46.59,0,0,0,0,0,0,0,0,0
977.9,72.46,71.11,8.24,77.28,56.69,55.38,0,0,0,0,0,0,0,0,0
979.76,57.64,85.28,23.38,106.19,67.72,41.43,0,0,0,0,0,0,0,0,0
981.63,40.95,93.58,57.1,110.39,81.56,66.64,0,0,0,0,0,0,0,0,0
983.49,78.2,63.68,55.27,86.41,94.23,56.34,0,0,0,0,0,0,0,13.33,0
985.36,85.43,50.25,75.57,78.9,94.05,76.19,0,0,0,0,0,0,0,13.33,0
987.22,115.34,69.85,83.91,85.76,105.58,67.76,0,0,6.47,0,0,0,0,13.33,0
989.08,103.26,61.14,110.61,118.66,101.49,66.38,0,0,17.45,0,6.58,0,0,0,0
990.94,86.42,60.67,120.56,134.48,121,47.93,0,0,31.51,0,6.58,0,0,0,0
992.8,69.82,62.78,117.76,170.56,110.44,42.08,1.59,13.03,31.74,25.51,6.58,0,0,0,0
994.66,71.68,93.7,128.43,178.78,143.37,63.73,1.59,22.36,34.1,36.97,4.79,16.76,0,0,0
996.51,76.22,97.97,104.8,214.7,121.68,90.42,1.59,44.78,32.48,52.2,22.34,26.19,0,0,0
998.37,76.78,98.28,120.53,202.33,140.36,115.83,0,58.15,45.88,49.27,48.21,62.87,0,0,0
1000.22,58.91,91.49,76.75,187.88,118.31,131.84,0,48.81,39.52,89.97,59.85,103.63,0,0,0
1002.08,57.73,67.36,57.76,176.13,124.31,88.87,0,37.77,29.51,110.73,98.24,125.13,0,0,0
1003.93,27.06,31.72,2.78,139.87,120.8,59.75,0,11.37,9.41,105.35,86.48,91.47,0,0,0
1005.78,17.89,0,2.78,112.19,85.22,26.91,0,11.37,2.43,53.19,98.67,59.11,0,0,0
1007.63,0,0,0,61.44,41.18,26.91,0,0,0,17.19,42.74,28.19,0,0,0
1009.48,0,0,0,33.83,5.67,10.71,0,0,0,0,28.64,25.16,0,0,0
1011.33,0,0,0,10.65,0,0,0,0,0,0,0,0,0,0,0
1013.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1015.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1016.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1018.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1020.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1022.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1024.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1026.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1027.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1029.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1031.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1033.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1035.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1037.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1038.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1040.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1042.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1044.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1046.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1048.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1049.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1051.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1053.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1055.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1057.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1059.04,0,0,0,0,0,0,0,0,0,0,0,0,38.43,0.65,27.1
1060.86,0,0,0,0,0,0,0,0,0,0,0,0,90,70.13,102.65
1062.68,0,0,0,0,0,0,0,0,0,0,0,0,148.61,87.33,141.21
1064.5,0,0,0,0,0,0,0,0,0,0,0,0,110.19,86.68,114.11
1066.32,0,0,0,0,0,0,0,0,0,0,0,0,58.62,17.2,38.56
1068.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1069.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1071.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1073.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1075.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1077.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1079.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1080.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1082.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1084.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1086.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1088.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1089.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1091.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1093.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1095.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1097.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1098.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1100.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1102.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1104.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1106.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1107.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1109.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1111.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1113.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1115.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1116.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1118.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1120.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1122.19,0,0,0,0,0,0,0,0,0,0,0,0,4.35,0,0
1123.97,0,0,0,0,0,0,0,0,0,0,0,0,43.53,61.2,25.15
1125.76,0,0,0,0,0,0,0,0,0,0,0,0,162.44,160.48,122.33
1127.54,0,0,0,0,0,0,0,0,0,0,0,0,357.3,333.74,293.43
1129.33,0,0,0,0,0,0,0,0,0,0,0,0,546.21,474.68,456.88
1131.11,0,0,0,0,0,0,0,2.84,0,0,0,0,597.05,543.22,500.26
1132.89,0,0,0,0,0,0,0,2.84,10.71,0,0,0,536.37,491.24,453.46
1134.67,0,0,0,4.3,0,0,5.05,2.84,10.71,0,0,0,389.73,364.98,346.03
1136.45,0,0,0,4.3,0,0,5.05,0,10.71,0,0,0,281.69,258.3,273.2
1138.23,0,0,0,4.3,14.51,0,5.05,0,0,0,0,27.3,189.58,226.89,208.96
1140,0,0,9.48,12.88,14.51,0,0,0,0,0,25.05,53.86,170.63,200.3,203.88
1141.78,0,0,22.02,12.88,59.56,44.04,5.13,0,0,0,25.05,53.86,162.93,196.31,225.06
1143.55,0,0,39.96,12.88,88.96,88.36,7.83,0,0,0,25.05,26.55,154.06,185.14,230.06
1145.33,0,0,60.08,13.92,140.3,146.52,7.83,0,0,0,0,26.37,147.9,203.01,213.43
1147.1,0,0,83.12,36.15,156.02,195.5,2.7,0,0,0,0,26.37,154.66,226.47,217.74
1148.87,10.5,19.73,117.65,68.58,133.91,231.99,0,0,0,10.56,0,35.09,183.25,242.42,233.2
1150.64,10.5,36.47,139,70.2,106.62,222.63,0,0,0,10.56,0,8.71,188.65,288.52,251.14
1152.41,10.5,36.47,127.27,47.98,49.28,202.22,0,0,0,10.56,0,8.71,195.32,333.22,262.68
1154.18,2.67,23.73,127.59,59.91,43.98,187.19,0,0,0,0,0,0,198.7,339.3,284.93
1155.95,21.13,7,108.84,44.36,24.62,160.77,0,0,0,0,0,0,206,308.31,295.78
1157.72,35.15,38.64,117.01,67.27,55.87,130.29,0,0,0,0,0,0,215.91,288.91,300.22
1159.48,32.48,39.91,64.22,22.91,72.28,72.3,0,0,0,0,0,0,239.63,295,278.49
1161.25,14.02,57.26,42.37,22.91,86.85,61.48,0,0,0,0,0,0,278.84,286.57,298.9
1163.01,0,30.05,40.89,0,70.81,25.71,0,0,0,0,0,0,333.43,289.52,305.69
1164.77,42.19,33.88,77.9,0,55.48,32,0,0,0,0,0,0,378.39,316.85,356.86
1166.53,62.24,22.97,76.4,0,43.09,34.22,0,0,0,0,0,0,425.62,379.11,398.63
1168.3,95.8,49.98,57.15,0,42.64,40.05,0,0,0,0,0,0,482.77,430.96,466.99
1170.06,74.16,78.15,31.39,0,25.06,54.38,0,0,0,0,0,0,524.41,462.3,486.84
1171.81,104.54,121.69,66.67,0,18.19,53.42,0,0,0,0,0,0,539.43,492.68,516.06
1173.57,130.3,144.27,89.33,0,20,46.85,0,0,0,0,0,0,524.82,488.44,523.99
1175.33,165.86,127.33,94.47,0,20,18.46,0,0,0,0,0,0,490.04,471.35,517.08
1177.08,163.13,129.1,67.32,0,21.32,35.77,0,0,0,0,0,0,472.62,453.63,484.21
1178.84,142.09,114.9,38.54,0,4.39,34.46,0,0,0,0,0,0,435.25,412.29,406.05
1180.59,125.76,135.75,22.14,0,4.39,35.53,0,0,0,0,0,0,420.26,361.99,348.93
1182.34,111.24,125.41,5.19,2.14,6.67,17.77,0,0,0,0,0,0,369.08,298.18,289.96
1184.1,89.53,92.56,0,2.14,8.44,13.45,0,0,0,0,0,0,318.4,233.52,211.48
1185.85,58.52,48.39,0,2.14,8.44,12.38,0,0,0,0,0,0,238.08,155.57,150.04
1187.6,25.35,6.98,0,0,4.84,0,0,0,0,0,0,0,189.03,90.22,94.53
1189.35,8.77,0,0,0,0,0,0,0,0,0,0,0,119.8,39.74,58.89
1191.09,0,0,0,0,0,0,0,0,0,0,0,0,70.06,19.59,32.31
1192.84,0,0,0,0,0,0,0,0,0,0,0,0,17.2,0,0
1194.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1196.33,0,0,0,0,0,0,0,0,0,0,0,0,12.72,0,0
1198.07,0,0,0,0,0,0,0,0,0,0,0,0,12.72,0,0
1199.82,1.96,0,3.43,0,0,0,0,0,0,0,0,0,12.72,0,23.84
1201.56,24.65,0,3.43,0,0,0,0,0,0,0,0,0,0,0,35.53
1203.3,24.65,0,3.43,0,4.63,0,0,0,0,0,0,0,0,0,57.86
1205.04,23.69,6.63,0,0,17.59,0,0,0,0,0,0,0,7.15,0,49.22
1206.78,1,6.63,0,0,35.32,30.61,0,0,0,0,0,0,31.34,10.04,61.06
1208.51,1.67,24.67,40.19,0,56.44,77.02,0,0,0,0,0,0,31.34,18.02,57.51
1210.25,7.48,38.41,79.2,0,51.61,123.56,0,0,0,2.31,0,0,38.61,18.02,63.33
1211.98,27.43,66.12,113.03,0,59.38,130.32,0,0,0,2.31,0,0,14.42,7.99,49.08
1213.72,61.21,79.16,115.19,0,78.87,109.46,0,0,0,9.29,0,31.75,44.13,0,30.31
1215.45,94.46,75.01,131.83,6.57,109.18,96.76,0,0,0,6.98,0,31.75,29.71,0,9.28
1217.18,113.08,83.91,163.85,30.68,100.54,87.1,0,0,0,6.98,0,31.75,29.71,0,0
1218.92,104.85,56.95,174.35,43.81,94.39,97.61,0,0,0,0,0,0,0,0,0
1220.65,112.32,91.7,177.89,51.4,118.95,93.5,0,0,0,13.07,0,0,0.12,5.04,7.81
1222.38,128.27,66.6,159.59,49.81,153.67,119.54,0,0,0,13.07,0,0,17.4,5.04,7.81
1224.1,124.48,88.76,135.21,57.49,154.33,99.19,0,0,0,13.07,0,0,17.4,5.04,7.81
1225.83,127.5,43.07,103.98,94.99,115.14,116.34,0,0,0,0,0,0,17.28,0,0
1227.56,124.67,54.87,95.91,112.64,94.12,85.64,0,0,0,0,0,0,0,0,0
1229.28,141.77,43.6,87.44,117.22,83.03,106.21,0,0,0,0,0,0,0,0,0
1231.01,138.23,84.03,100.34,122.84,100.65,117.5,0,0,0,14.02,0,26.76,12.98,0,13.11
1232.73,147.73,113.16,97.27,132.84,127.32,181.5,24,19.67,18.08,50.66,18.82,26.76,27.64,0,13.11
1234.45,168.16,153.23,124.14,186.78,175.25,219.76,57.79,31.13,30.65,95.49,67.45,68.86,65.23,0,20.1
1236.17,181.07,178.11,116.5,193.53,212.01,244.19,91.26,63.95,56.61,138.41,134.15,85.91,96.01,19.76,17.78
1237.9,171.79,171.81,108.33,236.1,249.26,228.11,116.09,87.48,67.55,162.88,150.79,106.15,118.61,65.71,53.7
1239.61,180.44,162.1,115.44,259.6,270.12,256.96,134.84,105.26,102.75,212.68,160.09,149.73,126.14,117.19,59.79
1241.33,169.67,130.33,137.47,308.37,289.23,257.42,140.51,137.64,111.21,261.12,178.04,162.64,129.6,149.67,98.81
1243.05,182.95,193.59,171.87,319.18,283.07,285.92,162.88,172.72,133.7,309.33,232.76,241.32,115.43,162.2,90.53
1244.77,170.93,212.89,190.31,302.7,283.28,243.47,158.96,198.84,127.23,325.31,261.24,230.43,110.31,173.44,116.97
1246.48,178.5,236.45,205.36,272.49,281.42,262.29,155.28,200.22,145.35,333.95,275.05,258.19,84.11,151.27,98
1248.2,178.22,174.83,206.21,266.09,293.39,254.26,155.09,191.07,141.29,347.79,303.73,269.17,94.06,134.92,106.85
1249.91,199.08,171.03,191.56,265.85,272.18,265.06,148.03,197.08,143.7,343.51,280.29,309.02,83.84,96.72,81.52
1251.62,228.43,160.37,198.05,286.75,282.46,279.35,190.13,207.56,157.93,340.11,287.06,318.09,85.76,110.01,96.01
1253.33,245.04,202.98,194.48,272.26,254.67,275.9,203.14,201.97,176.42,364.7,259.48,336.14,56.28,94.22,79.1
1255.04,244.68,185.29,194.94,271.81,260.26,300.84,234.53,191.42,204.94,384.72,308.33,327.96,39.51,84.14,74.89
1256.75,241.58,204.53,169,265.29,227.78,279.04,212.83,168.46,202.38,392.39,313.18,327.77,19.33,47.33,44.28
1258.46,240.63,167.59,148.87,294.59,239.13,269.4,198.28,149.97,216.64,341.27,342.9,319.46,15.76,35.33,24.69
1260.17,245.83,226.8,145.57,287.7,252.96,268.58,206.2,169.64,214.72,379.04,309.49,351.69,13.89,23.15,27.72
1261.87,233.73,201.38,143.3,278.19,261.84,246.13,236.83,180.34,216.49,407.9,317.86,385.35,22.05,30.35,13.01
1263.58,218.78,206.11,150.86,272.5,231.2,258.85,248.27,222.19,217.08,464.3,326.09,402.22,24.25,33.36,23.36
1265.28,196.32,165.32,149.56,267.63,221.06,249.05,248.52,242.86,232.82,433.25,386.21,397.98,13.13,50.52,20.07
1266.99,201.33,154.35,144.41,246.25,191.73,250.41,253.58,256.67,254.7,442.74,392.87,394.61,6.08,57.17,20.07
1268.69,208.82,163.86,122.75,197.02,198.89,240.25,280.12,271.96,280.07,429.44,436.4,407.78,35.52,76.64,9.71
1270.39,181.24,125.64,105.35,167.38,177.65,197.36,274.24,277.51,284.36,439.47,420.92,461.94,41.81,64.7,0
1272.09,186.7,132.12,75.32,174.45,170.12,181.52,311.74,310.1,302.68,463.59,451.54,477.2,64.21,80.8,10.29
1273.79,158.42,90.86,64.89,192.12,176.19,158.61,309.15,310.28,326.93,469.37,415.49,487.78,51.55,61.83,12.24
1275.49,169.84,81.3,63.16,218.82,179.64,143.4,349.6,341.83,384.21,495.91,478.19,478.47,45.26,87.56,41.84
1277.18,153.85,68.34,82.69,186.79,192.68,141.47,339.98,361.64,406.76,455.77,489.55,511.47,25.89,85.89,32.39
1278.88,132.79,70.64,100.82,180.03,172.65,152.13,350.6,383.71,397.22,495.62,517.57,506.8,13.12,94.48,30.45
1280.57,126.43,83.98,76.99,143.63,149.67,176.5,336.93,381.48,353.06,503.24,515.01,469.89,18.72,83.44,0.84
1282.27,101.11,57.02,64.19,156.61,147.06,179.24,345.96,378.95,354.6,555.28,522.56,460.74,26.69,67.45,0
1283.96,104.39,54.32,52,157.52,156.04,155.92,340.24,384.68,375.73,540.65,528.09,453.59,34.93,58.38,0
1285.65,125.69,61,80.5,190.47,188.41,160.64,363.89,397.12,399.9,561.79,541.72,468.2,59.2,87.68,23.65
1287.34,133.82,98.82,103.82,176.23,192.59,138.51,326.69,385.37,387.88,542.13,556.22,463.68,70.29,115.47,57.73
1289.03,156.54,133.91,123.07,168.93,210.36,138.98,328.41,378.21,374.45,562.79,554.05,518.16,154.64,189.51,138.91
1290.72,149.51,126.25,128.92,166.22,193.07,167.71,319.05,365.31,386.61,568.77,562.19,558.29,294.92,312.16,274.11
1292.41,160.53,135.3,149.8,223.88,232.49,233.15,359.05,380.11,378.81,630.86,634.1,657.85,509.91,519.5,499.02
1294.1,160.91,122.39,143.72,246.25,259.28,254.96,383.43,371.62,371.71,696.04,729.44,685.17,691.59,739.22,688.3
1295.78,149.22,130.4,146.9,251.21,291.33,246.04,387.06,362.38,351.2,762.2,772.43,707.82,773.88,813.87,781.84
